index,word,ort,pho,wf,wn_idx,adjusted_wf
2732,lobes,__lo_bes__,_lobz__,6.0,2898.0,6.0
2733,lobs,__lo_bs___,_labz__,2.0,2899.0,2.0
2734,lock,__lo_ck___,_lak___,659.0,2900.0,659.0
2735,locked,__lo_cked_,_lakt__,713.0,2901.0,713.0
2736,locks,__lo_cks__,_laks__,168.0,2902.0,168.0
2737,lode,__lo_de___,_lod___,15.0,2903.0,15.0
2738,lodes,__lo_des__,_lodz__,3.0,2904.0,3.0
2739,lodge,__lo_dge__,_laJ___,149.0,2905.0,149.0
2740,loft,__lo_ft___,_laft__,54.0,2906.0,54.0
2741,lofts,__lo_fts__,_lafts_,13.0,2907.0,13.0
2742,log,__lo_g____,_lag___,152.0,2908.0,152.0
2743,logs,__lo_gs___,_lagz__,103.0,2910.0,103.0
2744,loin,__loin____,_lOn___,3.0,2911.0,3.0
2745,loins,__loins___,_lOnz__,1.0,2912.0,1.0
2746,loll,__lo_ll___,_lal___,5.0,2913.0,5.0
2747,lolled,__lo_lled_,_lald__,2.0,2914.0,2.0
2748,lolls,__lo_lls__,_lalz__,1.0,2915.0,1.0
2749,lone,__lo_ne___,_lon___,432.0,2916.0,432.0
2750,long,__lo_ng___,_lang__,29275.0,2917.0,29275.0
2751,loo,__loo_____,_lu____,3.0,2918.0,3.0
2752,look,__look____,_lUk___,8305.0,2919.0,8305.0
2753,looked,__looked__,_lUkt__,1817.0,2920.0,1817.0
2754,looks,__looks___,_lUks__,2683.0,2921.0,2683.0
2755,loom,__loom____,_lum___,173.0,2922.0,173.0
2756,loomed,__loomed__,_lumd__,39.0,2923.0,39.0
2757,looms,__looms___,_lumz__,138.0,2924.0,138.0
2758,loon,__loon____,_lun___,6.0,2925.0,6.0
2759,loons,__loons___,_lunz__,2.0,2926.0,2.0
2760,loop,__loop____,_lup___,81.0,2927.0,81.0
2761,loops,__loops___,_lups__,29.0,2928.0,29.0
2762,loose,__loose___,_lus___,585.0,2929.0,585.0
2763,loot,__loot____,_lut___,52.0,2930.0,52.0
2764,loots,__loots___,_luts__,0.0,2931.0,0.0
2765,lop,__lo_p____,_lap___,25.0,2932.0,25.0
2766,lope,__lo_pe___,_lop___,0.0,2933.0,0.0
2767,lopes,__lo_pes__,_lops__,6.0,2934.0,6.0
2768,lopped,__lo_pped_,_lapt__,36.0,2935.0,36.0
2769,lops,__lo_ps___,_laps__,2.0,2936.0,2.0
2770,lord,__lo_rd___,_lord__,1717.0,2937.0,1717.0
2771,lords,__lo_rds__,_lordz_,122.0,2938.0,122.0
2772,lore,__lo_re___,_lor___,72.0,2939.0,72.0
2773,lose,__lo_se___,_luz___,3089.0,2941.0,3089.0
2774,loss,__lo_ss___,_las___,19611.0,2942.0,19611.0
2775,lost,__lo_st___,_last__,8236.0,2943.0,8236.0
2776,lot,__lo_t____,_lat___,10112.0,2944.0,10112.0
2777,lots,__lo_ts___,_lats__,1280.0,2945.0,1280.0
2778,loud,__loud____,_lWd___,307.0,2946.0,307.0
2779,lounge,__lounge__,_lWnJ__,103.0,2947.0,103.0
2780,louse,__louse___,_lWs___,4.0,2948.0,4.0
2781,lout,__lout____,_lWt___,1.0,2949.0,1.0
2782,louts,__louts___,_lWts__,5.0,2950.0,5.0
2783,love,__lo_ve___,_l^v___,2187.0,2951.0,2187.0
2784,loves,__lo_ves__,_l^vz__,286.0,2952.0,286.0
2785,low,__low_____,_lo____,12874.0,2953.0,12874.0
2786,lox,__lo_x____,_laks__,3.0,2954.0,3.0
2787,luck,__lu_ck___,_l^k___,571.0,2955.0,571.0
2788,lucks,__lu_cks__,_l^ks__,0.0,2956.0,0.0
2789,lug,__lu_g____,_l^g___,25.0,2958.0,25.0
2790,lugged,__lu_gged_,_l^gd__,5.0,2959.0,5.0
2791,lugs,__lu_gs___,_l^gz__,7.0,2960.0,7.0
2792,lull,__lu_ll___,_l^l___,139.0,2961.0,139.0
2793,lulls,__lu_lls__,_l^lz__,10.0,2962.0,10.0
2794,lump,__lu_mp___,_l^mp__,339.0,2963.0,339.0
2795,lumps,__lu_mps__,_l^mps_,59.0,2964.0,59.0
2796,lunch,__lu_nch__,_l^nC__,862.0,2965.0,862.0
2797,lung,__lu_ng___,_l^ng__,515.0,2966.0,515.0
2798,lunge,__lu_nge__,_l^nJ__,6.0,2967.0,6.0
2799,lunged,__lu_nged_,_l^nJd_,9.0,2968.0,9.0
2800,lungs,__lu_ngs__,_l^ngz_,142.0,2969.0,142.0
2801,lurch,__lu_rch__,_l^rC__,54.0,2970.0,54.0
2802,lurched,__lu_rched,_l^rCt_,24.0,2971.0,24.0
2803,lure,__lu_re___,_lur___,623.0,2972.0,623.0
2804,lured,__lu_red__,_lurd__,317.0,2973.0,317.0
2805,lures,__lu_res__,_lurz__,55.0,2974.0,55.0
2806,lurk,__lu_rk___,_l^rk__,17.0,2975.0,17.0
2807,lurked,__lu_rked_,_l^rkt_,10.0,2976.0,10.0
2808,lurks,__lu_rks__,_l^rks_,26.0,2977.0,26.0
2809,lush,__lu_sh___,_l^S___,81.0,2978.0,81.0
2810,lust,__lu_st___,_l^st__,85.0,2979.0,85.0
2811,lusts,__lu_sts__,_l^sts_,3.0,2980.0,3.0
2812,lute,__lu_te___,_lut___,4.0,2981.0,4.0
2813,lutes,__lu_tes__,_luts__,4.0,2982.0,4.0
2814,lye,__lye_____,_lA____,7.0,2983.0,7.0
2815,lymph,__ly_mph__,_lImf__,28.0,2985.0,28.0
2816,lymphs,__ly_mphs_,_lImfs_,0.0,2986.0,0.0
2817,lynch,__ly_nch__,_lInC__,5395.0,2987.0,5395.0
2818,lynx,__ly_nx___,_links_,36.0,2988.0,36.0
2819,lyre,__ly_re___,_lAr___,6.0,2989.0,6.0
2820,lyres,__ly_res__,_lArz__,1.0,2990.0,1.0
2821,ma,__ma______,_ma____,147.0,2991.0,147.0
2822,mace,__ma_ce___,_mes___,4.0,2992.0,4.0
2823,mack,__ma_ck___,_m@k___,249.0,2993.0,249.0
2824,mad,__ma_d____,_m@d___,346.0,2994.0,346.0
2825,made,__ma_de___,_med___,31064.0,2995.0,31064.0
2826,mag,__ma_g____,_m@g___,28.0,2996.0,28.0
2827,maid,__maid____,_med___,160.0,2997.0,160.0
2828,maids,__maids___,_medz__,48.0,2998.0,48.0
2829,mail,__mail____,_mel___,2849.0,2999.0,2849.0
2830,mails,__mails___,_melz__,40.0,3000.0,40.0
2831,maim,__maim____,_mem___,9.0,3001.0,9.0
2832,maimed,__maimed__,_memd__,23.0,3002.0,23.0
2833,maims,__maims___,_memz__,1.0,3003.0,1.0
2834,maize,__maize___,_mez___,44.0,3004.0,44.0
2835,make,__ma_ke___,_mek___,31918.0,3005.0,31918.0
2836,makes,__ma_kes__,_meks__,11524.0,3006.0,11524.0
2837,male,__ma_le___,_mel___,1008.0,3007.0,1008.0
2838,males,__ma_les__,_melz__,264.0,3008.0,264.0
2839,mall,__ma_ll___,_mal___,698.0,3009.0,698.0
2840,malt,__ma_lt___,_malt__,49.0,3011.0,49.0
2841,malts,__ma_lts__,_malts_,4.0,3012.0,4.0
2842,man,__ma_n____,_m@n___,8417.0,3014.0,8417.0
2843,mane,__ma_ne___,_men___,8.0,3015.0,8.0
2844,manes,__ma_nes__,_menz__,8.0,3016.0,8.0
2845,mange,__ma_nge__,_menJ__,1.0,3017.0,1.0
2846,map,__ma_p____,_m@p___,371.0,3019.0,371.0
2847,maps,__ma_ps___,_m@ps__,171.0,3020.0,171.0
2848,march,__ma_rch__,_marC__,14924.0,3023.0,14924.0
2849,marched,__ma_rched,_marCt_,233.0,3024.0,233.0
2850,mare,__ma_re___,_mEr___,24.0,3025.0,24.0
2851,mares,__ma_res__,_mErz__,17.0,3026.0,17.0
2852,mark,__ma_rk___,_mark__,5501.0,3028.0,5501.0
2853,marked,__ma_rked_,_markt_,1428.0,3029.0,1428.0
2854,marks,__ma_rks__,_marks_,8329.0,3030.0,8329.0
2855,marsh,__ma_rsh__,_marS__,204.0,3035.0,204.0
2856,mart,__ma_rt___,_mart__,1039.0,3036.0,1039.0
2857,marts,__ma_rts__,_marts_,47.0,3037.0,47.0
2858,mash,__ma_sh___,_m@S___,32.0,3039.0,32.0
2859,mashed,__ma_shed_,_m@St__,16.0,3040.0,16.0
2860,mask,__ma_sk___,_m@sk__,218.0,3041.0,218.0
2861,masks,__ma_sks__,_m@sks_,134.0,3042.0,134.0
2862,masque,__ma_sque_,_m@sk__,0.0,3043.0,0.0
2863,mass,__ma_ss___,_m@s___,5249.0,3044.0,5249.0
2864,mast,__ma_st___,_m@st__,31.0,3045.0,31.0
2865,masts,__ma_sts__,_m@sts_,1.0,3046.0,1.0
2866,mat,__ma_t____,_m@t___,72.0,3047.0,72.0
2867,match,__ma_tch__,_m@tC__,1894.0,3048.0,1894.0
2868,matched,__ma_tched,_m@tCt_,544.0,3049.0,544.0
2869,mate,__ma_te___,_met___,327.0,3050.0,327.0
2870,mates,__ma_tes__,_mets__,100.0,3051.0,100.0
2871,math,__ma_th___,_m@T___,188.0,3052.0,188.0
2872,mats,__ma_ts___,_m@ts__,58.0,3054.0,58.0
2873,mauve,__mauve___,_mav___,13.0,3056.0,13.0
2874,maw,__maw_____,_ma____,15.0,3057.0,15.0
2875,maws,__maws____,_maz___,1.0,3058.0,1.0
2876,max,__ma_x____,_m@ks__,403.0,3059.0,403.0
2877,may,__may_____,_me____,52276.0,3060.0,52276.0
2878,maze,__ma_ze___,_mez___,142.0,3061.0,142.0
2879,me,__me______,_mi____,8514.0,3062.0,8514.0
2880,mead,__mead____,_mid___,412.0,3063.0,412.0
2881,meads,__meads___,_midz__,0.0,3064.0,0.0
2882,meal,__meal____,_mil___,546.0,3065.0,546.0
2883,meals,__meals___,_milz__,394.0,3066.0,394.0
2884,mean,__mean____,_min___,3768.0,3067.0,3768.0
2885,means,__means___,_minz__,6875.0,3068.0,6875.0
2886,meant,__meant___,_mEnt__,1773.0,3069.0,1773.0
2887,meat,__meat____,_mit___,1041.0,3070.0,1041.0
2888,meats,__meats___,_mits__,254.0,3071.0,254.0
2889,meed,__meed____,_mid___,0.0,3072.0,0.0
2890,meeds,__meeds___,_midz__,0.0,3073.0,0.0
2891,meek,__meek____,_mik___,35.0,3074.0,35.0
2892,meet,__meet____,_mit___,6928.0,3075.0,6928.0
2893,meld,__me_ld___,_mEld__,29.0,3076.0,29.0
2894,melds,__me_lds__,_mEldz_,2.0,3077.0,2.0
2895,melt,__me_lt___,_mElt__,67.0,3078.0,67.0
2896,melts,__me_lts__,_mElts_,26.0,3079.0,26.0
2897,men,__me_n____,_mEn___,6404.0,3080.0,6404.0
2898,mend,__me_nd___,_mEnd__,84.0,3081.0,84.0
2899,mends,__me_nds__,_mEndz_,5.0,3082.0,5.0
2900,mere,__me_re___,_mir___,742.0,3083.0,742.0
2901,merge,__me_rge__,_m^rJ__,1320.0,3084.0,1320.0
2902,merged,__me_rged_,_m^rJd_,1224.0,3085.0,1224.0
2903,mesh,__me_sh___,_mES___,102.0,3086.0,102.0
2904,mess,__me_ss___,_mEs___,546.0,3087.0,546.0
2905,mew,__mew_____,_mY____,2.0,3088.0,2.0
2906,mewed,__mewed___,_mYd___,0.0,3089.0,0.0
2907,mews,__mews____,_mYz___,2.0,3090.0,2.0
2908,mice,__mi_ce___,_mAs___,255.0,3091.0,255.0
2909,mick,__mi_ck___,_mIk___,46.0,3092.0,46.0
2910,mid,__mi_d____,_mId___,5041.0,3093.0,5041.0
2911,midge,__mi_dge__,_mIJ___,6.0,3094.0,6.0
2912,midst,__mi_dst__,_mIdst_,600.0,3095.0,600.0
2913,midsts,__mi_dsts_,_mIdsts,0.0,3096.0,0.0
2914,mien,__mien____,_min___,16.0,3097.0,16.0
2915,miens,__miens___,_minz__,0.0,3098.0,0.0
2916,mike,__mi_ke___,_mAk___,718.0,3099.0,718.0
2917,mikes,__mi_kes__,_mAks__,6.0,3100.0,6.0
2918,mild,__mi_ld___,_mAld__,578.0,3102.0,578.0
2919,mile,__mi_le___,_mAl___,1983.0,3103.0,1983.0
2920,miles,__mi_les__,_mAlz__,4956.0,3104.0,4956.0
2921,milk,__mi_lk___,_mIlk__,820.0,3105.0,820.0
2922,milks,__mi_lks__,_mIlks_,4.0,3106.0,4.0
2923,mill,__mi_ll___,_mIl___,1280.0,3107.0,1280.0
2924,mills,__mi_lls__,_mIlz__,1549.0,3108.0,1549.0
2925,mime,__mi_me___,_mAm___,29.0,3111.0,29.0
2926,mince,__mi_nce__,_mIns__,16.0,3113.0,16.0
2927,minced,__mi_nced_,_mInst_,8.0,3114.0,8.0
2928,mind,__mi_nd___,_mAnd__,2843.0,3115.0,2843.0
2929,minds,__mi_nds__,_mAndz_,789.0,3116.0,789.0
2930,mine,__mi_ne___,_mAn___,2283.0,3117.0,2283.0
2931,mines,__mi_nes__,_mAnz__,1630.0,3118.0,1630.0
2932,mink,__mi_nk___,_mInk__,55.0,3119.0,55.0
2933,minks,__mi_nks__,_mInks_,8.0,3120.0,8.0
2934,mint,__mi_nt___,_mInt__,255.0,3121.0,255.0
2935,mints,__mi_nts__,_mInts_,25.0,3122.0,25.0
2936,minx,__mi_nx___,_mInks_,3.0,3123.0,3.0
2937,mire,__mi_re___,_mAr___,11.0,3124.0,11.0
2938,mirth,__mi_rth__,_m^rT__,8.0,3125.0,8.0
2939,mirths,__mi_rths_,_m^rTs_,0.0,3126.0,0.0
2940,miss,__mi_ss___,_mIs___,1901.0,3127.0,1901.0
2941,missed,__mi_ssed_,_mIst__,904.0,3128.0,904.0
2942,mist,__mi_st___,_mIst__,66.0,3129.0,66.0
2943,mists,__mi_sts__,_mIsts_,11.0,3130.0,11.0
2944,mite,__mi_te___,_mAt___,11.0,3131.0,11.0
2945,mites,__mi_tes__,_mAts__,14.0,3132.0,14.0
2946,mitt,__mi_tt___,_mIt___,7.0,3133.0,7.0
2947,mitts,__mi_tts__,_mIts__,6.0,3134.0,6.0
2948,mix,__mi_x____,_mIks__,1006.0,3135.0,1006.0
2949,mixed,__mi_xed__,_mIkst_,2989.0,3136.0,2989.0
2950,moan,__moan____,_mon___,9.0,3138.0,9.0
2951,moaned,__moaned__,_mond__,9.0,3139.0,9.0
2952,moans,__moans___,_monz__,28.0,3140.0,28.0
2953,moat,__moat____,_mot___,11.0,3141.0,11.0
2954,moats,__moats___,_mots__,9.0,3142.0,9.0
2955,mob,__mo_b____,_mab___,197.0,3143.0,197.0
2956,mobs,__mo_bs___,_mabz__,52.0,3144.0,52.0
2957,mock,__mo_ck___,_mak___,151.0,3145.0,151.0
2958,mocked,__mo_cked_,_makt__,29.0,3146.0,29.0
2959,mocks,__mo_cks__,_maks__,21.0,3147.0,21.0
2960,mod,__mo_d____,_mad___,6.0,3148.0,6.0
2961,mode,__mo_de___,_mod___,235.0,3149.0,235.0
2962,modes,__mo_des__,_modz__,43.0,3150.0,43.0
2963,moist,__moist___,_mOst__,21.0,3152.0,21.0
2964,mold,__mo_ld___,_mold__,200.0,3154.0,200.0
2965,molds,__mo_lds__,_moldz_,44.0,3155.0,44.0
2966,mole,__mo_le___,_mol___,29.0,3156.0,29.0
2967,moles,__mo_les__,_molz__,18.0,3157.0,18.0
2968,moll,__mo_ll___,_mal___,10.0,3158.0,10.0
2969,molls,__mo_lls__,_malz__,3.0,3159.0,3.0
2970,mom,__mo_m____,_mam___,324.0,3160.0,324.0
2971,moms,__mo_ms___,_mamz__,39.0,3161.0,39.0
2972,monk,__mo_nk___,_m^nk__,82.0,3162.0,82.0
2973,monks,__mo_nks__,_m^nks_,103.0,3163.0,103.0
2974,month,__mo_nth__,_m^nT__,29477.0,3164.0,29477.0
2975,months,__mo_nths_,_m^nTs_,28114.0,3165.0,28114.0
2976,moo,__moo_____,_mu____,5.0,3166.0,5.0
2977,mooch,__mooch___,_muC___,1.0,3167.0,1.0
2978,mood,__mood____,_mud___,904.0,3168.0,904.0
2979,moods,__moods___,_mudz__,50.0,3169.0,50.0
2980,mooed,__mooed___,_mud___,0.0,3170.0,0.0
2981,moon,__moon____,_mun___,306.0,3171.0,306.0
2982,moons,__moons___,_munz__,12.0,3172.0,12.0
2983,moor,__moor____,_mor___,11.0,3173.0,11.0
2984,moos,__moos____,_muz___,6.0,3174.0,6.0
2985,moose,__moose___,_mus___,38.0,3175.0,19.0
2986,moose,__moose___,_mus___,38.0,3176.0,19.0
2987,moot,__moot____,_mut___,90.0,3177.0,90.0
2988,mop,__mo_p____,_map___,36.0,3178.0,36.0
2989,mope,__mo_pe___,_mop___,3.0,3179.0,3.0
2990,mopped,__mo_pped_,_mapt__,6.0,3180.0,6.0
2991,mops,__mo_ps___,_maps__,4.0,3181.0,4.0
2992,more,__mo_re___,_mor___,111305.0,3182.0,111305.0
2993,morn,__mo_rn___,_morn__,0.0,3183.0,0.0
2994,morns,__mo_rns__,_mornz_,0.0,3184.0,0.0
2995,mosque,__mo_sque_,_mask__,52.0,3185.0,52.0
2996,mosques,__mo_sques,_masks_,35.0,3186.0,35.0
2997,moss,__mo_ss___,_mas___,215.0,3187.0,215.0
2998,most,__mo_st___,_most__,48741.0,3188.0,48741.0
2999,mote,__mo_te___,_mot___,15.0,3189.0,15.0
3000,motes,__mo_tes__,_mots__,1.0,3190.0,1.0
3001,moth,__mo_th___,_maT___,13.0,3191.0,13.0
3002,moths,__mo_ths__,_maTs__,8.0,3192.0,8.0
3003,mound,__mound___,_mWnd__,59.0,3193.0,59.0
3004,mounds,__mounds__,_mWndz_,38.0,3194.0,38.0
3005,mount,__mount___,_mWnt__,778.0,3195.0,778.0
3006,mounts,__mounts__,_mWnts_,65.0,3196.0,65.0
3007,mourn,__mourn___,_morn__,18.0,3197.0,18.0
3008,mourned,__mourned_,_mornd_,8.0,3198.0,8.0
3009,mourns,__mourns__,_mornz_,7.0,3199.0,7.0
3010,mouse,__mouse___,_mWs___,327.0,3200.0,327.0
3011,mouth,__mouth___,_mWT___,566.0,3201.0,566.0
3013,mouths,__mouths__,_mWDz__,89.0,3202.0,89.0
3014,move,__mo_ve___,_muv___,15270.0,3203.0,15270.0
3015,moved,__mo_ved__,_muvd__,4814.0,3204.0,4814.0
3016,moves,__mo_ves__,_muvz__,3921.0,3205.0,3921.0
3017,mow,__mow_____,_mo____,15.0,3206.0,15.0
3018,mowed,__mowed___,_mod___,15.0,3207.0,15.0
3019,mows,__mows____,_moz___,3.0,3208.0,3.0
3020,much,__mu_ch___,_m^C___,39588.0,3210.0,39588.0
3021,muck,__mu_ck___,_m^k___,47.0,3211.0,47.0
3022,mucked,__mu_cked_,_m^kt__,2.0,3212.0,2.0
3023,mucks,__mu_cks__,_m^ks__,1.0,3213.0,1.0
3024,mud,__mu_d____,_m^d___,291.0,3214.0,291.0
3025,muds,__mu_ds___,_m^dz__,7.0,3215.0,7.0
3026,muff,__mu_ff___,_m^f___,2.0,3216.0,2.0
3027,muffs,__mu_ffs__,_m^fs__,4.0,3217.0,4.0
3028,mug,__mu_g____,_m^g___,37.0,3218.0,37.0
3029,mugs,__mu_gs___,_m^gz__,33.0,3219.0,33.0
3030,mulch,__mu_lch__,_m^lC__,14.0,3220.0,14.0
3031,mule,__mu_le___,_mYl___,67.0,3221.0,67.0
3032,mules,__mu_les__,_mYlz__,41.0,3222.0,41.0
3033,mull,__mu_ll___,_m^l___,41.0,3223.0,41.0
3034,mum,__mu_m____,_m^m___,58.0,3224.0,58.0
3035,mumps,__mu_mps__,_m^mps_,24.0,3225.0,24.0
3036,mums,__mu_ms___,_m^mz__,2.0,3226.0,2.0
3037,munch,__mu_nch__,_m^nC__,19.0,3227.0,19.0
3038,munched,__mu_nched,_m^nCt_,4.0,3228.0,4.0
3039,murk,__mu_rk___,_m^rk__,3.0,3229.0,3.0
3040,murks,__mu_rks__,_m^rks_,0.0,3230.0,0.0
3041,muse,__mu_se___,_mYz___,63.0,3232.0,63.0
3042,mush,__mu_sh___,_m^S___,24.0,3233.0,24.0
3043,musk,__mu_sk___,_m^sk__,14.0,3234.0,14.0
3044,musks,__mu_sks__,_m^sks_,1.0,3235.0,1.0
3045,muss,__mu_ss___,_m^s___,4.0,3236.0,4.0
3046,must,__mu_st___,_m^st__,14295.0,3237.0,14295.0
3047,mute,__mu_te___,_mYt___,63.0,3238.0,63.0
3048,mutt,__mu_tt___,_m^t___,19.0,3239.0,19.0
3049,mutts,__mu_tts__,_m^ts__,5.0,3240.0,5.0
3050,my,__my______,_mA____,13110.0,3241.0,13110.0
3051,myrrh,__my_rrh__,_m^r___,3.0,3242.0,3.0
3052,myrrhs,__my_rrhs_,_m^rz__,0.0,3243.0,0.0
3053,myth,__my_th___,_mIT___,254.0,3244.0,254.0
3054,myths,__my_ths__,_mITs__,84.0,3245.0,84.0
3055,nab,__na_b____,_n@b___,29.0,3246.0,29.0
3056,nabbed,__na_bbed_,_n@bd__,29.0,3247.0,29.0
3057,nabs,__na_bs___,_n@bz__,2.0,3248.0,2.0
3058,nag,__na_g____,_n@g___,11.0,3249.0,11.0
3059,nagged,__na_gged_,_n@gd__,7.0,3250.0,7.0
3060,nags,__na_gs___,_n@gz__,4.0,3251.0,4.0
3061,nail,__nail____,_nel___,155.0,3252.0,155.0
3062,nails,__nails___,_nelz__,82.0,3253.0,82.0
3063,name,__na_me___,_nem___,8468.0,3254.0,8468.0
3064,names,__na_mes__,_nemz__,2509.0,3255.0,2509.0
3065,nap,__na_p____,_n@p___,43.0,3256.0,43.0
3066,nape,__na_pe___,_nep___,0.0,3257.0,0.0
3067,napes,__na_pes__,_neps__,0.0,3258.0,0.0
3068,naps,__na_ps___,_n@ps__,12.0,3259.0,12.0
3069,narc,__na_rc___,_nark__,10.0,3260.0,10.0
3070,nard,__na_rd___,_nard__,0.0,3261.0,0.0
3071,nards,__na_rds__,_nardz_,0.0,3262.0,0.0
3072,naw,__naw_____,_na____,4.0,3266.0,4.0
3073,nay,__nay_____,_ne____,34.0,3267.0,34.0
3074,near,__near____,_nir___,7019.0,3270.0,7019.0
3075,neat,__neat____,_nit___,167.0,3271.0,167.0
3076,neck,__ne_ck___,_nEk___,481.0,3274.0,481.0
3077,necks,__ne_cks__,_nEks__,70.0,3275.0,70.0
3078,need,__need____,_nid___,10533.0,3276.0,10533.0
3079,needs,__needs___,_nidz__,5340.0,3277.0,5340.0
3080,neigh,__neigh___,_ne____,2.0,3278.0,2.0
3081,neighs,__neighs__,_nez___,0.0,3279.0,0.0
3082,nerve,__ne_rve__,_n^rv__,284.0,3280.0,284.0
3083,nerves,__ne_rves_,_n^rvz_,117.0,3281.0,117.0
3084,nest,__ne_st___,_nEst__,149.0,3283.0,149.0
3085,nests,__ne_sts__,_nEsts_,32.0,3284.0,32.0
3086,net,__ne_t____,_nEt___,22463.0,3285.0,22463.0
3087,nets,__ne_ts___,_nEts__,91.0,3286.0,91.0
3088,new,__new_____,_nu____,144985.0,3287.0,144985.0
3089,news,__news____,_nuz___,16270.0,3288.0,16270.0
3090,newt,__newt____,_nut___,64.0,3289.0,64.0
3091,newts,__newts___,_nuts__,1.0,3290.0,1.0
3092,next,__ne_xt___,_nEkst_,27020.0,3291.0,27020.0
3093,nib,__ni_b____,_nIb___,0.0,3292.0,0.0
3094,nibs,__ni_bs___,_nIbz__,1.0,3293.0,1.0
3095,nice,__ni_ce___,_nAs___,1160.0,3294.0,1160.0
3096,niche,__ni_che__,_nIC___,483.0,3295.0,483.0
3097,nick,__ni_ck___,_nIk___,157.0,3296.0,157.0
3098,nicked,__ni_cked_,_nIkt__,7.0,3297.0,7.0
3099,nicks,__ni_cks__,_nIks__,5.0,3298.0,5.0
3100,niece,__niece___,_nis___,49.0,3299.0,49.0
3101,nigh,__ni_gh___,_nA____,17.0,3301.0,17.0
3102,night,__ni_ght__,_nAt___,5709.0,3302.0,5709.0
3103,nights,__ni_ghts_,_nAts__,430.0,3303.0,430.0
3104,nil,__ni_l____,_nIl___,69.0,3304.0,69.0
3105,nip,__ni_p____,_nIp___,26.0,3306.0,26.0
3106,nips,__ni_ps___,_nIps__,3.0,3307.0,3.0
3107,nit,__ni_t____,_nIt___,15.0,3308.0,15.0
3108,nits,__ni_ts___,_nIts__,1.0,3309.0,1.0
3109,nix,__ni_x____,_nIks__,12.0,3310.0,12.0
3110,no,__no______,_no____,46249.0,3311.0,46249.0
3111,nod,__no_d____,_nad___,114.0,3313.0,114.0
3112,node,__no_de___,_nod___,5.0,3314.0,5.0
3113,nodes,__no_des__,_nodz__,18.0,3315.0,18.0
3114,nods,__no_ds___,_nadz__,61.0,3316.0,61.0
3115,nog,__no_g____,_nag___,2.0,3317.0,2.0
3116,noise,__noise___,_nOz___,329.0,3318.0,329.0
3117,nonce,__no_nce__,_n^ns__,2.0,3320.0,2.0
3118,none,__no_ne___,_n^n___,2701.0,3321.0,2701.0
3119,nook,__nook____,_nUk___,16.0,3322.0,16.0
3120,nooks,__nooks___,_nUks__,10.0,3323.0,10.0
3121,noon,__noon____,_nun___,326.0,3324.0,326.0
3122,noons,__noons___,_nunz__,0.0,3325.0,0.0
3123,noose,__noose___,_nus___,33.0,3326.0,33.0
3124,nor,__no_r____,_nor___,4148.0,3327.0,4148.0
3125,norm,__no_rm___,_norm__,195.0,3328.0,195.0
3126,norms,__no_rms__,_normz_,97.0,3329.0,97.0
3127,north,__no_rth__,_norT__,10370.0,3330.0,10370.0
3128,nose,__no_se___,_noz___,502.0,3331.0,502.0
3129,not,__no_t____,_nat___,67693.0,3332.0,67693.0
3130,notch,__no_tch__,_natC__,157.0,3333.0,157.0
3131,note,__no_te___,_not___,4068.0,3334.0,4068.0
3132,notes,__no_tes__,_nots__,12537.0,3335.0,12537.0
3133,nought,__nought__,_nat___,5.0,3336.0,5.0
3134,noun,__noun____,_nWn___,4.0,3337.0,4.0
3135,nouns,__nouns___,_nWnz__,5.0,3338.0,5.0
3136,now,__now_____,_nW____,43622.0,3339.0,43622.0
3137,nub,__nu_b____,_n^b___,15.0,3340.0,15.0
3138,nubs,__nu_bs___,_n^bz__,0.0,3341.0,0.0
3139,nude,__nu_de___,_nud___,138.0,3342.0,138.0
3140,nudge,__nu_dge__,_n^J___,107.0,3343.0,107.0
3141,nudged,__nu_dged_,_n^Jd__,71.0,3344.0,71.0
3142,null,__nu_ll___,_n^l___,19.0,3345.0,19.0
3143,numb,__nu_mb___,_n^m___,34.0,3346.0,34.0
3144,nun,__nu_n____,_n^n___,38.0,3347.0,38.0
3145,nuns,__nu_ns___,_n^nz__,72.0,3348.0,72.0
3146,nurse,__nu_rse__,_n^rs__,243.0,3349.0,243.0
3147,nut,__nu_t____,_n^t___,137.0,3350.0,137.0
3148,nuts,__nu_ts___,_n^ts__,246.0,3351.0,123.0
3149,nuts,__nu_ts___,_n^ts__,246.0,3352.0,123.0
3150,nymph,__ny_mph__,_nImf__,4.0,3353.0,4.0
3151,nymphs,__ny_mphs_,_nImfs_,7.0,3354.0,7.0
3152,oaf,___oaf____,__of___,4.0,3355.0,4.0
3153,oafs,___oafs___,__ofs__,1.0,3356.0,1.0
3154,oak,___oak____,__ok___,429.0,3357.0,429.0
3155,oaks,___oaks___,__oks__,203.0,3358.0,203.0
3156,oar,___oar____,__or___,5.0,3359.0,5.0
3157,oars,___oars___,__orz__,3.0,3360.0,3.0
3158,oat,___oat____,__ot___,81.0,3362.0,81.0
3159,oath,___oath___,__oT___,146.0,3363.0,146.0
3160,oaths,___oaths__,__oTs__,9.0,3364.0,9.0
3161,oats,___oats___,__ots__,256.0,3365.0,256.0
3162,odd,___o_dd___,__ad___,573.0,3366.0,573.0
3163,ode,___o_de___,__od___,16.0,3367.0,16.0
3164,odes,___o_des__,__odz__,3.0,3368.0,3.0
3165,of,___o_f____,__^v___,1252340.0,3369.0,1252340.0
