,word,ort,pho,wf,sfi,d,u,f,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
3645,ramp,__ra_mp___,__r@mp____,72.0,45.59999847,0.629000008,3.0,88.00,0.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,88.0,5.5,3924
3646,ramps,__ra_mps__,__r@mps___,27.0,40.09999847,0.663800001,1.0,24.00,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,24.0,4.193220934316819,3925
3647,rams,__ra_ms___,__r@mz____,69.0,39.5,0.5561000110000001,0.898299992,23.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.193220934316819,3926
3648,ran,__ra_n____,__r@n_____,2226.0,62.79999924,0.550100029,191.0,4910.00,1431.0,672.0,365.0,315.0,205.0,171.0,151.0,141.0,124.0,100.0,88.0,63.0,28.0,4910.0,4.3,3927
3649,ranch,__ra_nch__,__r@nC____,332.0,53.0,0.7590000029999999,19.0,415.00,31.0,27.0,27.0,25.0,24.0,25.0,21.0,20.0,15.0,13.0,9.0,5.0,2.0,415.0,5.8,3928
3650,range,__ra_nge__,__renJ____,7978.0,58.90000153,0.9190999870000001,77.0,1440.00,0.0,4.0,15.0,22.0,37.0,47.0,54.0,62.0,63.0,73.0,77.0,92.0,179.0,1440.0,3.5,3931
3651,rank,__ra_nk___,__r@nk____,821.0,51.20000076,0.908599973,13.0,244.00,0.0,0.0,1.0,2.0,5.0,6.0,6.0,9.0,9.0,13.0,17.0,21.0,25.0,244.0,3.4,3932
3652,ranks,__ra_nks__,__r@nks___,1305.0,50.0,0.836399972,10.0,198.00,0.0,0.0,0.0,0.0,2.0,3.0,4.0,7.0,9.0,13.0,15.0,16.0,20.0,198.0,4.193220934316819,3933
3653,rant,__ra_nt___,__r@nt____,4.0,30.70000076,0.31549999100000004,0.11770000300000001,4.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6,3934
3654,rants,__ra_nts__,__r@nts___,5.0,22.10000038,0.0,0.0163,1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,3935
3655,rap,__ra_p____,__r@p_____,142.0,39.70000076,0.608500004,0.943700016,23.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.3,3936
3656,rape,__ra_pe___,__rep_____,215.0,41.79999924,0.450899988,1.0,49.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,49.0,4.8,3937
3657,raped,__ra_ped__,__rept____,67.0,36.20000076,0.5507000089999999,0.416000009,11.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.193220934316819,3938
3658,rapes,__ra_pes__,__reps____,19.0,34.70000076,0.541299999,0.298000008,8.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.193220934316819,3939
3659,rapped,__ra_pped_,__r@pt____,6.0,42.40000153,0.310299993,1.0,59.00,0.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,59.0,4.193220934316819,3940
3660,raps,__ra_ps___,__r@ps____,5.0,29.29999924,0.289900005,0.08510000300000001,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,3941
3661,rapt,__ra_pt___,__r@pt____,13.0,34.59999847,0.31549999100000004,0.291299999,10.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.4,3942
3662,rare,__ra_re___,__rEr_____,1286.0,53.90000153,0.9477000240000001,24.0,446.00,3.0,7.0,9.0,10.0,13.0,16.0,18.0,21.0,24.0,31.0,32.0,34.0,33.0,446.0,2.5,3943
3663,rash,__ra_sh___,__r@S_____,249.0,44.20000076,0.454600006,2.0,80.00,10.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,80.0,5.5,3945
3664,rasp,__ra_sp___,__r@sp____,1.0,32.20000076,0.21240000399999998,0.165900007,8.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.8,3946
3665,rasps,__ra_sps__,__r@sps___,7.0,27.79999924,0.127200007,0.060400002,4.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,3947
3666,rat,__ra_t____,__r@t_____,155.0,52.5,0.628300011,17.0,427.00,57.0,27.0,23.0,25.0,22.0,18.0,16.0,12.0,11.0,9.0,8.0,6.0,4.0,427.0,6.8,3948
3667,ratch,__ra_tch__,__r@tC____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,3949
3668,rate,__ra_te___,__ret_____,34080.0,60.70000076,0.921800017,116.0,2155.00,1.0,6.0,14.0,20.0,34.0,47.0,58.0,71.0,85.0,118.0,136.0,174.0,300.0,2155.0,2.6,3950
3669,rates,__ra_tes__,__rets____,25283.0,55.70000076,0.817399979,37.0,763.00,0.0,0.0,1.0,2.0,4.0,6.0,8.0,12.0,15.0,24.0,31.0,46.0,135.0,763.0,4.193220934316819,3951
3670,rats,__ra_ts___,__r@ts____,170.0,52.59999847,0.765500009,18.0,387.00,6.0,15.0,21.0,19.0,16.0,17.0,20.0,19.0,19.0,18.0,16.0,14.0,15.0,387.0,4.193220934316819,3952
3671,rave,__ra_ve___,__rev_____,44.0,31.89999962,0.236699998,0.15360000699999998,6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.9,3953
3672,raved,__ra_ved__,__revd____,9.0,30.70000076,0.31549999100000004,0.11770000300000001,4.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,3954
3673,raves,__ra_ves__,__revz____,23.0,28.29999924,0.23759999899999998,0.067900002,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,3955
3674,raw,__raw_____,__ra______,1422.0,56.29999924,0.924899995,42.0,779.00,1.0,10.0,16.0,23.0,27.0,37.0,41.0,45.0,45.0,51.0,52.0,51.0,58.0,779.0,4.3,3956
3675,ray,__ray_____,__re______,803.0,53.20000076,0.882600009,20.0,396.00,78.0,24.0,21.0,13.0,10.0,8.0,6.0,8.0,7.0,6.0,6.0,10.0,9.0,396.0,4.3,3957
3676,rays,__rays____,__rez_____,174.0,56.20000076,0.7254999879999999,41.0,942.00,1.0,6.0,18.0,24.0,36.0,44.0,47.0,47.0,47.0,49.0,51.0,54.0,34.0,942.0,4.2,3958
3677,raze,__ra_ze___,__rez_____,12.0,27.39999962,0.31009998899999996,0.055399999000000005,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,3959
3678,reach,__reach___,__riC_____,4163.0,61.0,0.982800007,126.0,2213.00,67.0,73.0,95.0,114.0,143.0,152.0,156.0,153.0,148.0,137.0,121.0,110.0,107.0,2213.0,4.3,3960
3679,reached,__reached_,__riCt____,11403.0,62.40000153,0.912899971,172.0,3191.00,129.0,189.0,212.0,219.0,190.0,174.0,172.0,174.0,171.0,159.0,155.0,139.0,96.0,3191.0,4.193220934316819,3961
3680,read,__read____,__rid_____,3244.0,66.40000153,0.933700025,436.0,7939.00,529.0,494.0,520.0,507.0,514.0,509.0,499.0,501.0,482.0,430.0,416.0,374.0,192.0,7939.0,4.193220934316819,3962
3681,reads,__reads___,__ridz____,405.0,51.59999847,0.86680001,14.0,278.00,84.0,16.0,11.0,9.0,9.0,5.0,8.0,8.0,9.0,10.0,9.0,11.0,9.0,278.0,4.193220934316819,3963
3682,real,__real____,__ril_____,17573.0,63.09999847,0.9648,205.0,3647.00,221.0,241.0,236.0,220.0,199.0,184.0,181.0,166.0,163.0,166.0,158.0,172.0,180.0,3647.0,4.193220934316819,3964
3683,realm,__realm___,__rElm____,171.0,48.09999847,0.833700001,6.0,129.00,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,6.0,7.0,9.0,15.0,129.0,2.7,3965
3684,realms,__realms__,__rElmz___,16.0,38.09999847,0.55369997,0.649999976,17.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.193220934316819,3966
3685,ream,__ream____,__rim_____,4.0,35.5,0.376800001,0.353700012,13.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.2,3967
3686,reams,__reams___,__rimz____,51.0,27.70000076,0.31549999100000004,0.058800001,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,3968
3687,reap,__reap____,__rip_____,406.0,41.40000153,0.654699981,1.0,33.00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,33.0,3.0,3969
3688,reaped,__reaped__,__ript____,171.0,34.09999847,0.418300003,0.25940001,8.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.193220934316819,3970
3689,reaps,__reaps___,__rips____,18.0,23.79999924,0.0,0.0239,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,3971
3690,rear,__rear____,__rir_____,483.0,53.90000153,0.747500002,24.0,536.00,3.0,8.0,19.0,21.0,25.0,28.0,28.0,28.0,29.0,30.0,31.0,27.0,15.0,536.0,4.5,3972
3691,red,__re_d____,__rEd_____,2929.0,64.69999695,0.9402999879999999,292.0,5298.00,892.0,372.0,316.0,286.0,301.0,290.0,291.0,287.0,277.0,258.0,242.0,202.0,106.0,5298.0,6.0,3973
3692,reed,__reed____,__rid_____,733.0,48.20000076,0.788200021,6.0,136.00,6.0,6.0,5.0,4.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,136.0,3.9,3975
3693,reeds,__reeds___,__ridz____,14.0,46.70000076,0.649299979,4.0,110.00,1.0,3.0,4.0,4.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,0.0,110.0,4.193220934316819,3976
3694,reef,__reef____,__rif_____,48.0,46.0,0.54519999,3.0,104.00,1.0,0.0,1.0,2.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,0.0,104.0,4.3,3977
3695,reefs,__reefs___,__rifs____,31.0,43.70000076,0.5528,2.0,63.00,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,63.0,4.193220934316819,3978
3696,reek,__reek____,__rik_____,7.0,32.29999924,0.18700000600000002,0.168599993,7.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3979
3697,reeked,__reeked__,__rikt____,5.0,26.89999962,0.0,0.048999999,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,3980
3698,reeks,__reeks___,__riks____,13.0,29.29999924,0.289900005,0.08510000300000001,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,3981
3699,reel,__reel____,__ril_____,61.0,40.29999924,0.313699991,1.0,42.00,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,42.0,5.0,3982
3700,reels,__reels___,__rilz____,32.0,36.59999847,0.335200012,0.452199996,17.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.193220934316819,3983
3701,ref,__re_f____,__rEf_____,17.0,35.09999847,0.313499987,0.32260000699999997,11.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.193220934316819,3986
3702,refs,__re_fs___,__rEfs____,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,3987
3703,reign,__reign___,__ren_____,180.0,48.20000076,0.586399972,6.0,168.00,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,5.0,10.0,13.0,14.0,9.0,168.0,2.8,3988
3704,reigns,__reigns__,__renz____,43.0,40.40000153,0.6065999870000001,1.0,27.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,27.0,4.193220934316819,3989
3705,rein,__rein____,__ren_____,242.0,41.90000153,0.5942999720000001,1.0,38.00,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,38.0,3.7,3990
3706,reins,__reins___,__renz____,139.0,47.79999924,0.56309998,6.0,154.00,2.0,6.0,7.0,8.0,7.0,7.0,7.0,6.0,5.0,5.0,4.0,2.0,1.0,154.0,4.193220934316819,3991
3707,rend,__re_nd___,__rEnd____,1.0,33.70000076,0.442000002,0.23549999300000002,7.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.6,3992
3708,rends,__re_nds__,__rEndz___,0.0,25.10000038,0.0,0.032499999,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,3993
3709,rent,__re_nt___,__rEnt____,1168.0,52.40000153,0.73360002,17.0,382.00,18.0,13.0,13.0,10.0,13.0,15.0,15.0,14.0,16.0,21.0,21.0,26.0,13.0,382.0,4.0,3994
3710,rep,__re_p____,__rEp_____,6731.0,33.59999847,0.227200001,0.22900000199999998,11.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.193220934316819,3995
3711,reps,__re_ps___,__rEps____,167.0,27.10000038,0.043400000999999994,0.050799999000000005,8.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.193220934316819,3996
3712,rest,__re_st___,__rEst____,5310.0,63.29999924,0.946799994,214.0,3860.00,199.0,221.0,235.0,234.0,254.0,259.0,253.0,247.0,245.0,223.0,215.0,187.0,103.0,3860.0,3.8,3997
3713,rests,__re_sts__,__rEsts___,234.0,49.29999924,0.939300001,8.0,155.00,0.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,6.0,8.0,9.0,9.0,15.0,155.0,4.193220934316819,3998
3714,ret,__re_t____,__rEt_____,13.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,3999
3715,retch,__re_tch__,__rEtC____,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4000
3716,rev,__re_v____,__rEv_____,753.0,30.0,0.269800007,0.09960000199999999,4.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.9,4001
3717,rheum,_rheum____,__rum_____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4002
3718,rheums,_rheums___,__rumz____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4003
3719,rhyme,_rhy_me___,__rAm_____,25.0,46.40000153,0.584500015,4.0,109.00,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,109.0,3.7,4005
3720,rhymes,_rhy_mes__,__rAmz____,32.0,42.90000153,0.455900013,1.0,57.00,0.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,57.0,4.193220934316819,4006
3721,rib,__ri_b____,__rIb_____,33.0,43.40000153,0.712400019,2.0,49.00,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,49.0,6.5,4007
3722,ribs,__ri_bs___,__rIbz____,55.0,50.59999847,0.7491000290000001,11.0,245.00,0.0,8.0,11.0,12.0,13.0,16.0,14.0,14.0,14.0,15.0,13.0,9.0,2.0,245.0,4.193220934316819,4008
3723,rice,__ri_ce___,__rAs_____,1209.0,55.70000076,0.827799976,37.0,745.00,19.0,37.0,31.0,29.0,36.0,35.0,37.0,35.0,39.0,34.0,35.0,34.0,19.0,745.0,6.8,4009
3724,rich,__ri_ch___,__rIC_____,2515.0,60.90000153,0.891499996,122.0,2316.00,51.0,112.0,98.0,109.0,125.0,127.0,137.0,134.0,131.0,126.0,122.0,110.0,89.0,2316.0,4.3,4010
3725,rick,__ri_ck___,__rIk_____,264.0,47.5,0.6019999979999999,5.0,137.00,31.0,17.0,11.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,4.193220934316819,4011
3726,ricks,__ri_cks__,__rIks____,23.0,25.10000038,0.0,0.032499999,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,4012
3727,rid,__ri_d____,__rId_____,613.0,54.79999924,0.9090999959999999,30.0,567.00,37.0,35.0,30.0,32.0,35.0,36.0,36.0,35.0,33.0,29.0,27.0,21.0,9.0,567.0,2.2,4013
3728,ride,__ri_de___,__rAd_____,871.0,59.29999924,0.800700009,84.0,1724.00,328.0,195.0,172.0,147.0,100.0,86.0,74.0,68.0,63.0,47.0,39.0,33.0,11.0,1724.0,4.6,4014
3729,rides,__ri_des__,__rAdz____,140.0,50.90000153,0.891600013,12.0,233.00,60.0,26.0,13.0,14.0,9.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,2.0,233.0,4.193220934316819,4015
3730,ridge,__ri_dge__,__rIJ_____,273.0,52.40000153,0.733399987,17.0,383.00,2.0,7.0,13.0,15.0,20.0,22.0,21.0,22.0,22.0,16.0,17.0,14.0,8.0,383.0,4.9,4016
3731,rife,__ri_fe___,__rAf_____,127.0,33.59999847,0.300900012,0.23039999600000002,8.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.193220934316819,4017
3732,rift,__ri_ft___,__rIft____,193.0,41.40000153,0.572099984,1.0,36.00,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,36.0,3.3,4018
3733,rifts,__ri_fts__,__rIfts___,35.0,29.29999924,0.289900005,0.08510000300000001,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,4019
3734,rig,__ri_g____,__rIg_____,226.0,43.40000153,0.476500005,2.0,61.00,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,61.0,4.0,4020
3735,right,__ri_ght__,__rAt_____,14304.0,68.90000153,0.9739999770000001,777.0,13709.00,1499.0,1410.0,1229.0,1075.0,807.0,756.0,706.0,667.0,612.0,534.0,498.0,456.0,395.0,13709.0,3.6,4021
3736,rigs,__ri_gs___,__rIgz____,268.0,39.90000153,0.709800005,0.9872999790000001,22.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.193220934316819,4022
3737,rile,__ri_le___,__rAl_____,13.0,25.10000038,0.0,0.032600001,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,4023
3738,rill,__ri_ll___,__rIl_____,15.0,27.70000076,0.31549999100000004,0.058800001,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,4024
3739,rills,__ri_lls__,__rIlz____,0.0,31.0,0.182500005,0.127100006,7.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.193220934316819,4025
3740,rim,__ri_m____,__rIm_____,173.0,50.5,0.8453000190000001,11.0,218.00,1.0,7.0,12.0,12.0,13.0,15.0,13.0,12.0,13.0,11.0,9.0,8.0,4.0,218.0,4.7,4026
3741,rime,__ri_me___,__rAm_____,1.0,37.40000153,0.450899988,0.550499976,16.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.193220934316819,4027
3742,rimes,__ri_mes__,__rAmz____,1.0,22.10000038,0.0,0.0163,1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,4028
3743,rims,__ri_ms___,__rImz____,20.0,39.90000153,0.494800001,0.972500026,28.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.193220934316819,4029
3744,rind,__ri_nd___,__rAnd____,18.0,36.20000076,0.467799991,0.41850000600000004,12.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.4,4030
3745,rinds,__ri_nds__,__rAndz___,7.0,30.89999962,0.255100012,0.123099998,5.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.193220934316819,4031
3746,ring,__ri_ng___,__rIng____,797.0,57.40000153,0.7739999890000001,54.0,1148.00,102.0,90.0,76.0,67.0,53.0,44.0,49.0,47.0,49.0,48.0,48.0,35.0,20.0,1148.0,6.2,4032
3747,rings,__ri_ngs__,__rIngz___,306.0,53.29999924,0.728799999,21.0,473.00,20.0,21.0,26.0,25.0,26.0,25.0,23.0,25.0,23.0,21.0,20.0,19.0,11.0,473.0,4.193220934316819,4033
3748,rink,__ri_nk___,__rInk____,56.0,44.40000153,0.530799985,2.0,75.00,8.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,75.0,4.2,4034
3749,rinks,__ri_nks__,__rInks___,14.0,33.59999847,0.28499999600000003,0.22879999899999998,10.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.193220934316819,4035
3750,rinse,__ri_nse__,__rIns____,20.0,43.0,0.502099991,2.0,62.00,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,62.0,4.0,4036
3751,rinsed,__ri_nsed_,__rInst___,6.0,40.5,0.580500007,1.0,30.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,4.193220934316819,4037
3752,rip,__ri_p____,__rIp_____,147.0,49.09999847,0.800199986,8.0,166.00,14.0,11.0,10.0,7.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,166.0,4.7,4038
3753,ripe,__ri_pe___,__rAp_____,264.0,49.40000153,0.821200013,8.0,176.00,6.0,5.0,10.0,11.0,9.0,10.0,8.0,8.0,8.0,7.0,5.0,5.0,4.0,176.0,4.7,4039
3754,ripped,__ri_pped_,__rIpt____,159.0,48.09999847,0.67900002,6.0,146.00,7.0,6.0,8.0,9.0,8.0,7.0,7.0,6.0,5.0,4.0,4.0,2.0,0.0,146.0,4.193220934316819,4040
3755,rips,__ri_ps___,__rIps____,17.0,36.40000153,0.430000007,0.435900003,14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.193220934316819,4041
3756,rise,__ri_se___,__rAz_____,13028.0,59.0,0.9564999940000001,78.0,1412.00,2.0,24.0,37.0,43.0,69.0,73.0,69.0,70.0,76.0,73.0,79.0,87.0,115.0,1412.0,3.3,4042
3757,risk,__ri_sk___,__rIsk____,7422.0,54.79999924,0.846099973,30.0,594.00,1.0,5.0,15.0,15.0,16.0,18.0,20.0,18.0,20.0,27.0,28.0,36.0,59.0,594.0,2.4,4043
3758,risks,__ri_sks__,__rIsks___,2490.0,49.40000153,0.747300029,8.0,193.00,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,7.0,9.0,12.0,26.0,193.0,4.193220934316819,4044
3759,rite,__ri_te___,__rAt_____,225.0,41.09999847,0.527800024,1.0,34.00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,34.0,2.1,4045
3760,rites,__ri_tes__,__rAts____,40.0,45.29999924,0.73150003,3.0,73.00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,7.0,4.0,73.0,4.193220934316819,4046
3761,rive,__ri_ve___,__rAv_____,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4047
3762,roach,__roach___,__roC_____,265.0,37.79999924,0.38960000899999997,0.609000027,19.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.6,4048
3763,road,__road____,__rod_____,2053.0,62.29999924,0.8270999790000001,170.0,3380.00,250.0,279.0,249.0,229.0,217.0,192.0,180.0,170.0,156.0,137.0,137.0,118.0,42.0,3380.0,6.6,4049
3764,roads,__roads___,__rodz____,562.0,57.59999847,0.915499985,57.0,1070.00,17.0,29.0,37.0,45.0,49.0,54.0,57.0,59.0,60.0,67.0,68.0,68.0,40.0,1070.0,4.193220934316819,4050
3765,roam,__roam____,__rom_____,55.0,45.20000076,0.700399995,3.0,74.00,0.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,74.0,3.9,4051
3766,roamed,__roamed__,__romd____,24.0,48.90000153,0.6958000059999999,7.0,173.00,0.0,2.0,4.0,4.0,8.0,11.0,11.0,11.0,11.0,10.0,8.0,10.0,3.0,173.0,4.193220934316819,4052
3767,roams,__roams___,__romz____,8.0,29.29999924,0.289900005,0.08510000300000001,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,4053
3768,roar,__roar____,__ror_____,71.0,51.5,0.53609997,14.0,370.00,25.0,42.0,25.0,23.0,19.0,18.0,17.0,15.0,13.0,13.0,10.0,6.0,1.0,370.0,4.1,4056
3769,roared,__roared__,__rord____,88.0,50.70000076,0.451299995,11.0,339.00,30.0,40.0,27.0,22.0,17.0,13.0,12.0,11.0,9.0,7.0,6.0,5.0,0.0,339.0,4.193220934316819,4057
3770,roars,__roars___,__rorz____,30.0,41.09999847,0.527800024,1.0,34.00,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.193220934316819,4058
