,word,ort,pho,wf,img
3113,noun,__noun____,__nWn_____,4.0,2.7
3114,nouns,__nouns___,__nWnz____,5.0,4.194245614035087
3115,now,__now_____,__nW______,43622.0,1.9
3116,nub,__nu_b____,__n^b_____,15.0,2.7
3117,nubs,__nu_bs___,__n^bz____,0.0,4.194245614035087
3118,nude,__nu_de___,__nud_____,138.0,5.8
3119,nudge,__nu_dge__,__n^J_____,107.0,4.1
3120,nudged,__nu_dged_,__n^Jd____,71.0,4.194245614035087
3121,null,__nu_ll___,__n^l_____,19.0,4.194245614035087
3122,numb,__nu_mb___,__n^m_____,34.0,2.8
3123,nun,__nu_n____,__n^n_____,38.0,5.9
3124,nuns,__nu_ns___,__n^nz____,72.0,4.194245614035087
3125,nurse,__nu_rse__,__n^rs____,243.0,6.4
3126,nut,__nu_t____,__n^t_____,137.0,6.2
3127,nuts,__nu_ts___,__n^ts____,246.0,4.194245614035087
3128,nymph,__ny_mph__,__nImf____,4.0,4.0
3129,nymphs,__ny_mphs_,__nImfs___,7.0,4.194245614035087
3130,oaf,___oaf____,___of_____,4.0,2.5
3131,oafs,___oafs___,___ofs____,1.0,4.194245614035087
3132,oak,___oak____,___ok_____,429.0,6.0
3133,oaks,___oaks___,___oks____,203.0,4.194245614035087
3134,oar,___oar____,___or_____,5.0,5.9
3135,oars,___oars___,___orz____,3.0,4.194245614035087
3136,oat,___oat____,___ot_____,81.0,5.6
3137,oath,___oath___,___oT_____,146.0,3.0
3138,oaths,___oaths__,___oTs____,9.0,4.194245614035087
3139,oats,___oats___,___ots____,256.0,4.194245614035087
3140,odd,___o_dd___,___ad_____,573.0,2.7
3141,ode,___o_de___,___od_____,16.0,2.2
3142,odes,___o_des__,___odz____,3.0,4.194245614035087
3143,of,___o_f____,___^v_____,1252340.0,1.5
3144,off,___o_ff___,___af_____,29901.0,2.6
3145,oft,___o_ft___,___aft____,97.0,1.5
3146,ohm,___o_hm___,___om_____,4.0,4.194245614035087
3147,ohms,___o_hms__,___omz____,0.0,4.194245614035087
3148,oil,___oil____,___Ol_____,29148.0,6.4
3149,oils,___oils___,___Olz____,227.0,4.194245614035087
3150,old,___o_ld___,___old____,15780.0,4.3
3151,ole,___o_le___,___ol_____,34.0,4.194245614035087
3152,on,___o_n____,___an_____,282490.0,1.9
3153,once,___o_nce__,__w^ns____,10429.0,2.0
3154,oops,___oops___,___ups____,24.0,4.194245614035087
3155,ooze,___ooze___,___uz_____,12.0,4.6
3156,or,___o_r____,___or_____,130913.0,1.4
3157,orange,___o_range,___ornJ___,1158.0,4.194245614035087
3158,orb,___o_rb___,___orb____,11.0,2.8
3159,orbs,___o_rbs__,___orbz___,0.0,4.194245614035087
3160,ore,___o_re___,___or_____,1146.0,4.0
3161,ores,___o_res__,___orz____,13.0,4.194245614035087
3162,ouch,___ouch___,___WC_____,7.0,3.2
3163,ought,___ought__,___at_____,1236.0,1.5
3164,ounce,___ounce__,___Wns____,2647.0,4.0
3165,our,___our____,___Wr_____,24885.0,1.8
3166,oust,___oust___,___Wst____,388.0,1.7
3167,ousts,___ousts__,___Wsts___,2.0,4.194245614035087
3168,out,___out____,___Wt_____,57860.0,2.2
3169,owe,___owe____,___o______,378.0,2.1
3170,owed,___owed___,___od_____,1115.0,4.194245614035087
3171,owes,___owes___,___oz_____,582.0,4.194245614035087
3172,owl,___owl____,___Wl_____,43.0,6.5
3173,owls,___owls___,___Wlz____,10.0,4.194245614035087
3174,own,___own____,___on_____,23323.0,2.2
3175,owned,___owned__,___ond____,8875.0,4.194245614035087
3176,owns,___owns___,___onz____,6371.0,4.194245614035087
3177,ox,___o_x____,___aks____,19.0,6.3
3178,pa,__pa______,__pa______,2298.0,4.2
3179,pace,__pa_ce___,__pes_____,3295.0,3.3
3180,pack,__pa_ck___,__p@k_____,568.0,4.6
3181,packed,__pa_cked_,__p@kt____,399.0,4.194245614035087
3182,packs,__pa_cks__,__p@ks____,154.0,4.194245614035087
3183,pact,__pa_ct___,__p@kt____,3843.0,2.4
3184,pacts,__pa_cts__,__p@kts___,254.0,4.194245614035087
3185,pad,__pa_d____,__p@d_____,171.0,4.7
3186,pads,__pa_ds___,__p@dz____,78.0,4.194245614035087
3187,page,__pa_ge___,__peJ_____,3246.0,5.9
3188,paid,__paid____,__ped_____,11077.0,4.194245614035087
3189,pail,__pail____,__pel_____,19.0,5.3
3190,pails,__pails___,__pelz____,6.0,4.194245614035087
3191,pain,__pain____,__pen_____,932.0,4.3
3192,pains,__pains___,__penz____,252.0,4.194245614035087
3193,paint,__paint___,__pent____,670.0,6.3
3194,paints,__paints__,__pents___,186.0,4.194245614035087
3195,pair,__pair____,__pEr_____,650.0,4.3
3196,pairs,__pairs___,__pErz____,150.0,4.194245614035087
3197,pal,__pa_l____,__p@l_____,71.0,4.6
3198,pale,__pa_le___,__pel_____,182.0,4.2
3199,pall,__pa_ll___,__pal_____,157.0,1.9
3200,palls,__pa_lls__,__palz____,2.0,4.194245614035087
3201,palm,__pa_lm___,__pam_____,598.0,6.7
3202,palms,__pa_lms__,__pamz____,40.0,4.194245614035087
3203,pals,__pa_ls___,__p@lz____,73.0,4.194245614035087
3204,pan,__pa_n____,__p@n_____,2920.0,6.3
3205,pane,__pa_ne___,__pen_____,5.0,4.2
3206,panes,__pa_nes__,__penz____,9.0,4.194245614035087
3207,pang,__pa_ng___,__p@ng____,14.0,2.5
3208,pangs,__pa_ngs__,__p@ngz___,8.0,4.194245614035087
3209,pans,__pa_ns___,__p@nz____,47.0,4.194245614035087
3210,pant,__pa_nt___,__p@nt____,9.0,4.3
3211,pants,__pa_nts__,__p@nts___,237.0,6.8
3212,pap,__pa_p____,__p@p_____,236.0,2.8
3213,par,__pa_r____,__par_____,2091.0,2.3
3214,parch,__pa_rch__,__parC____,0.0,4.194245614035087
3215,parched,__pa_rched,__parCt___,47.0,4.194245614035087
3216,pare,__pa_re___,__pEr_____,234.0,2.1
3217,pared,__pa_red__,__pErd____,196.0,4.194245614035087
3218,pares,__pa_res__,__pErz____,15.0,4.194245614035087
3219,park,__pa_rk___,__park____,3292.0,6.5
3220,parks,__pa_rks__,__parks___,603.0,4.194245614035087
3221,pars,__pa_rs___,__parz____,23.0,4.194245614035087
3222,parse,__pa_rse__,__pars____,2.0,4.194245614035087
3223,part,__pa_rt___,__part____,24504.0,3.3
3224,parts,__pa_rts__,__parts___,7732.0,4.194245614035087
3225,pass,__pa_ss___,__p@s_____,2258.0,4.1
3226,passed,__pa_ssed_,__p@st____,3994.0,4.194245614035087
3227,past,__pa_st___,__p@st____,19361.0,2.7
3228,paste,__pa_ste__,__pest____,57.0,5.4
3229,pastes,__pa_stes_,__pests___,8.0,4.194245614035087
3230,pasts,__pa_sts__,__p@sts___,5.0,4.194245614035087
3231,pat,__pa_t____,__p@t_____,711.0,4.4
3232,patch,__pa_tch__,__p@tC____,465.0,5.4
3233,path,__pa_th___,__p@T_____,866.0,5.5
3234,paths,__pa_ths__,__p@Dz____,119.0,4.194245614035087
3235,pats,__pa_ts___,__p@ts____,16.0,4.194245614035087
3236,paunch,__paunch__,__panC____,4.0,1.7
3237,pause,__pause___,__paz_____,253.0,2.7
3238,paused,__paused__,__pazd____,53.0,4.194245614035087
3239,pave,__pa_ve___,__pev_____,171.0,4.5
3240,paved,__pa_ved__,__pevd____,140.0,4.194245614035087
3241,paves,__pa_ves__,__pevz____,61.0,4.194245614035087
3242,paw,__paw_____,__pa______,20.0,6.4
3243,pawn,__pawn____,__pan_____,86.0,5.0
3244,pawns,__pawns___,__panz____,27.0,4.194245614035087
3245,paws,__paws____,__paz_____,13.0,4.194245614035087
3246,pay,__pay_____,__pe______,21327.0,4.3
3247,pays,__pays____,__pez_____,1311.0,4.194245614035087
3248,pea,__pea_____,__pi______,15.0,6.8
3249,peace,__peace___,__pis_____,3552.0,3.6
3250,peach,__peach___,__piC_____,258.0,6.9
3251,peak,__peak____,__pik_____,1769.0,4.8
3252,peaks,__peaks___,__piks____,207.0,4.194245614035087
3253,peal,__peal____,__pil_____,2.0,4.7
3254,peals,__peals___,__pilz____,4.0,4.194245614035087
3255,pear,__pear____,__pEr_____,39.0,6.0
3256,pearl,__pearl___,__p^rl____,198.0,6.4
3257,pearls,__pearls__,__p^rlz___,27.0,4.194245614035087
3258,pears,__pears___,__pErz____,18.0,4.194245614035087
3259,peas,__peas____,__piz_____,42.0,4.194245614035087
3260,peat,__peat____,__pit_____,697.0,2.2
3261,peats,__peats___,__pits____,0.0,4.194245614035087
3262,peck,__pe_ck___,__pEk_____,225.0,4.2
3263,pecked,__pe_cked_,__pEkt____,5.0,4.194245614035087
3264,pecks,__pe_cks__,__pEks____,3.0,4.194245614035087
3265,pee,__pee_____,__pi______,24.0,4.194245614035087
3266,peed,__peed____,__pid_____,0.0,4.194245614035087
3267,peek,__peek____,__pik_____,75.0,4.0
3268,peeked,__peeked__,__pikt____,6.0,4.194245614035087
3269,peeks,__peeks___,__piks____,13.0,4.194245614035087
3270,peel,__peel____,__pil_____,38.0,5.4
3271,peeled,__peeled__,__pild____,25.0,4.194245614035087
3272,peels,__peels___,__pilz____,10.0,4.194245614035087
3273,peep,__peep____,__pip_____,26.0,4.2
3274,peeps,__peeps___,__pips____,1.0,4.194245614035087
3275,peer,__peer____,__pir_____,258.0,3.9
3276,peered,__peered__,__pird____,20.0,4.194245614035087
3277,peers,__peers___,__pirz____,285.0,4.194245614035087
3278,pees,__pees____,__piz_____,1.0,4.194245614035087
3279,peeve,__peeve___,__piv_____,5.0,2.0
3280,peg,__pe_g____,__pEg_____,96.0,5.1
3281,pegs,__pe_gs___,__pEgz____,30.0,4.194245614035087
3282,pelt,__pe_lt___,__pElt____,7.0,3.5
3283,pelts,__pe_lts__,__pElts___,14.0,4.194245614035087
3284,pen,__pe_n____,__pEn_____,308.0,6.6
3285,pens,__pe_ns___,__pEnz____,105.0,4.194245614035087
3286,perch,__pe_rch__,__p^rC____,54.0,4.7
3287,perched,__pe_rched,__p^rCt___,86.0,4.194245614035087
3288,perk,__pe_rk___,__p^rk____,77.0,2.8
3289,perks,__pe_rks__,__p^rks___,132.0,4.194245614035087
3290,pert,__pe_rt___,__p^rt____,26.0,2.0
3291,pest,__pe_st___,__pEst____,71.0,5.0
3292,pests,__pe_sts__,__pEsts___,68.0,4.194245614035087
3293,pet,__pe_t____,__pEt_____,505.0,6.4
3294,pets,__pe_ts___,__pEts____,111.0,4.194245614035087
3295,pew,__pew_____,__pY______,14.0,4.2
3296,pews,__pews____,__pYz_____,18.0,4.194245614035087
3297,phage,_pha_ge___,__feJ_____,0.0,4.194245614035087
3298,phase,_pha_se___,__fez_____,1431.0,3.1
3299,phlegm,phle_gm___,_flEm_____,6.0,4.194245614035087
3300,phone,_pho_ne___,__fon_____,4578.0,6.6
3301,phones,_pho_nes__,__fonz____,553.0,4.194245614035087
3302,phrase,phra_se___,_frez_____,430.0,3.0
3303,pi,__pi______,__pA______,38.0,4.194245614035087
3304,pick,__pi_ck___,__pIk_____,1905.0,3.8
3305,picked,__pi_cked_,__pIkt____,1513.0,4.194245614035087
3306,picks,__pi_cks__,__pIks____,435.0,4.194245614035087
3307,pie,__pie_____,__pA______,326.0,6.7
3308,piece,__piece___,__pis_____,1850.0,3.8
3309,pier,__pier____,__pir_____,220.0,6.2
3310,pierce,__pierce__,__pirs____,554.0,5.0
3311,pierced,__pierced_,__pirst___,36.0,4.194245614035087
3312,piers,__piers___,__pirz____,38.0,4.194245614035087
3313,pies,__pies____,__pAz_____,55.0,4.194245614035087
3314,pig,__pi_g____,__pIg_____,200.0,6.8
3315,pigs,__pi_gs___,__pIgz____,236.0,4.194245614035087
3316,pike,__pi_ke___,__pAk_____,91.0,4.2
3317,pikes,__pi_kes__,__pAks____,1.0,4.194245614035087
3318,pile,__pi_le___,__pAl_____,299.0,4.8
3319,piled,__pi_led__,__pAld____,174.0,4.194245614035087
3320,piles,__pi_les__,__pAlz____,114.0,4.194245614035087
3321,pill,__pi_ll___,__pIl_____,1330.0,6.8
3322,pills,__pi_lls__,__pIlz____,326.0,4.194245614035087
3323,pimp,__pi_mp___,__pImp____,18.0,5.6
3324,pimps,__pi_mps__,__pImps___,15.0,4.194245614035087
3325,pin,__pi_n____,__pIn_____,219.0,6.0
3326,pinch,__pi_nch__,__pInC____,160.0,4.7
3327,pinched,__pi_nched,__pInCt___,69.0,4.194245614035087
3328,pine,__pi_ne___,__pAn_____,207.0,6.4
3329,pines,__pi_nes__,__pAnz____,54.0,4.194245614035087
3330,ping,__pi_ng___,__pIng____,48.0,3.1
3331,pinged,__pi_nged_,__pIngd___,0.0,4.194245614035087
3332,pings,__pi_ngs__,__pIngz___,0.0,4.194245614035087
3333,pink,__pi_nk___,__pInk____,414.0,5.4
3334,pins,__pi_ns___,__pInz____,101.0,4.194245614035087
3335,pint,__pi_nt___,__pAnt____,49.0,5.2
3336,pints,__pi_nts__,__pAnts___,19.0,4.194245614035087
3337,pipe,__pi_pe___,__pAp_____,638.0,6.3
3338,pipes,__pi_pes__,__pAps____,212.0,4.194245614035087
3339,pis,__pi_s____,__pAz_____,0.0,4.194245614035087
3340,piss,__pi_ss___,__pIs_____,8.0,4.194245614035087
3341,pit,__pi_t____,__pIt_____,759.0,5.2
3342,pitch,__pi_tch__,__pItC____,644.0,4.9
3343,pith,__pi_th___,__pIT_____,10.0,1.9
3344,piths,__pi_ths__,__pITs____,0.0,4.194245614035087
3345,pits,__pi_ts___,__pIts____,397.0,4.194245614035087
3346,place,_pla_ce___,_ples_____,9034.0,3.7
3347,plague,_pla_gue__,_pleg_____,167.0,4.4
3348,plagued,_pla_gued_,_plegd____,723.0,4.194245614035087
3349,plagues,_pla_gues_,_plegz____,44.0,4.194245614035087
3350,plaid,_plaid____,_pl@d_____,39.0,5.7
3351,plaids,_plaids___,_pl@dz____,3.0,4.194245614035087
3352,plain,_plain____,_plen_____,593.0,3.5
3353,plaint,_plaint___,_plent____,1.0,4.194245614035087
3354,plan,_pla_n____,_pl@n_____,27353.0,2.8
3355,plane,_pla_ne___,_plen_____,2252.0,6.8
3356,planes,_pla_nes__,_plenz____,2164.0,4.194245614035087
3357,plank,_pla_nk___,_pl@nk____,66.0,4.9
3358,planks,_pla_nks__,_pl@nks___,37.0,4.194245614035087
3359,plans,_pla_ns___,_pl@nz____,22972.0,4.194245614035087
3360,plant,_pla_nt___,_pl@nt____,13641.0,6.3
3361,plants,_pla_nts__,_pl@nts___,6163.0,4.194245614035087
3362,plaque,_pla_que__,_pl@k_____,104.0,5.1
3363,plaques,_pla_ques_,_pl@ks____,34.0,4.194245614035087
3364,plate,_pla_te___,_plet_____,428.0,6.4
3365,plates,_pla_tes__,_plets____,179.0,4.194245614035087
3366,play,_play_____,_ple______,5077.0,4.5
3367,played,_played___,_pled_____,2605.0,4.194245614035087
3368,plays,_plays____,_plez_____,1390.0,4.194245614035087
3369,plea,_plea_____,_pli______,813.0,2.9
3370,pleach,_pleach___,_pliC_____,0.0,4.194245614035087
3371,plead,_plead____,_plid_____,471.0,3.7
3372,pleads,_pleads___,_plidz____,0.0,4.194245614035087
3373,pleas,_pleas____,_pliz_____,332.0,4.194245614035087
3374,please,_please___,_pliz_____,539.0,2.4
3375,pleased,_pleased__,_plizd____,1312.0,4.194245614035087
3376,pleat,_pleat____,_plit_____,0.0,2.9
3377,pleats,_pleats___,_plits____,5.0,4.194245614035087
3378,pled,_ple_d____,_plEd_____,11.0,2.8
3379,pledge,_ple_dge__,_plEJ_____,848.0,3.7
3380,plied,_plied____,_plAd_____,16.0,4.194245614035087
3381,plies,_plies____,_plAz_____,4.0,4.194245614035087
3382,plight,_pli_ght__,_plAt_____,321.0,2.0
3383,plights,_pli_ghts_,_plAts____,3.0,4.194245614035087
3384,plod,_plo_d____,_plad_____,9.0,1.8
3385,plop,_plo_p____,_plap_____,14.0,3.0
3386,plopped,_plo_pped_,_plapt____,15.0,4.194245614035087
3387,plops,_plo_ps___,_plaps____,2.0,4.194245614035087
3388,plot,_plo_t____,_plat_____,549.0,3.2
3389,plots,_plo_ts___,_plats____,140.0,4.194245614035087
3390,plough,_plough___,_plW______,190.0,4.194245614035087
3391,plow,_plow_____,_plW______,90.0,5.6
3392,plowed,_plowed___,_plWd_____,62.0,4.194245614035087
3393,plows,_plows____,_plWz_____,34.0,4.194245614035087
3394,ploy,_ploy_____,_plO______,250.0,2.1
3395,pluck,_plu_ck___,_pl^k_____,36.0,4.1
3396,plucked,_plu_cked_,_pl^kt____,60.0,4.194245614035087
3397,plucks,_plu_cks__,_pl^ks____,15.0,4.194245614035087
3398,plug,_plu_g____,_pl^g_____,322.0,4.9
3399,plugs,_plu_gs___,_pl^gz____,48.0,4.194245614035087
3400,plum,_plu_m____,_pl^m_____,155.0,6.4
3401,plume,_plu_me___,_plum_____,24.0,3.4
3402,plumes,_plu_mes__,_plumz____,18.0,4.194245614035087
3403,plump,_plu_mp___,_pl^mp____,57.0,4.3
3404,plums,_plu_ms___,_pl^mz____,18.0,4.194245614035087
3405,plunge,_plu_nge__,_pl^nJ____,1841.0,3.7
3406,plunged,_plu_nged_,_pl^nJd___,1946.0,4.194245614035087
3407,plunk,_plu_nk___,_pl^nk____,24.0,2.2
3408,plunked,_plu_nked_,_pl^nkt___,38.0,4.194245614035087
3409,plunks,_plu_nks__,_pl^nks___,3.0,4.194245614035087
3410,plus,_plu_s____,_pl^s_____,5219.0,3.0
3411,plush,_plu_sh___,_pl^S_____,82.0,3.2
3412,ply,_ply______,_plA______,104.0,2.0
3413,poach,__poach___,__poC_____,6.0,3.9
3414,poached,__poached_,__poCt____,20.0,4.194245614035087
3415,pock,__po_ck___,__pak_____,5.0,4.194245614035087
3416,pod,__po_d____,__pad_____,13.0,4.0
3417,pods,__po_ds___,__padz____,42.0,4.194245614035087
3418,point,__point___,__pOnt____,14445.0,5.2
3419,points,__points__,__pOnts___,11712.0,4.194245614035087
3420,poise,__poise___,__pOz_____,12.0,3.2
3421,poke,__po_ke___,__pok_____,72.0,4.5
3422,poked,__po_ked__,__pokt____,28.0,4.194245614035087
3423,pokes,__po_kes__,__poks____,28.0,4.194245614035087
3424,pole,__po_le___,__pol_____,219.0,5.8
3425,poles,__po_les__,__polz____,317.0,4.194245614035087
3426,poll,__po_ll___,__pol_____,1615.0,3.7
3427,polled,__po_lled_,__pold____,345.0,4.194245614035087
3428,polls,__po_lls__,__polz____,1330.0,4.194245614035087
3429,pomp,__po_mp___,__pamp____,17.0,1.7
3430,pomps,__po_mps__,__pamps___,0.0,4.194245614035087
3431,pond,__po_nd___,__pand____,116.0,6.5
3432,ponds,__po_nds__,__pandz___,49.0,4.194245614035087
3433,pooch,__pooch___,__puC_____,10.0,5.1
3434,poof,__poof____,__puf_____,18.0,3.3
3435,pool,__pool____,__pul_____,1326.0,6.7
3436,pools,__pools___,__pulz____,448.0,4.194245614035087
3437,poop,__poop____,__pup_____,9.0,6.3
3438,poops,__poops___,__pups____,0.0,4.194245614035087
3439,poor,__poor____,__por_____,4247.0,4.0
3440,pop,__po_p____,__pap_____,710.0,6.1
3441,pope,__po_pe___,__pop_____,558.0,6.4
3442,popes,__po_pes__,__pops____,2.0,4.194245614035087
3443,popped,__po_pped_,__papt____,95.0,4.194245614035087
3444,pops,__po_ps___,__paps____,110.0,4.194245614035087
3445,porch,__po_rch__,__porC____,65.0,6.8
3446,pore,__po_re___,__por_____,36.0,4.194245614035087
3447,pores,__po_res__,__porz____,24.0,4.194245614035087
3448,pork,__po_rk___,__pork____,957.0,6.4
3449,porks,__po_rks__,__porks___,0.0,4.194245614035087
3450,porn,__po_rn___,__porn____,179.0,4.194245614035087
3451,port,__po_rt___,__port____,1049.0,4.3
3452,ports,__po_rts__,__ports___,269.0,4.194245614035087
3453,pose,__po_se___,__poz_____,722.0,3.6
3454,posed,__po_sed__,__pozd____,429.0,4.194245614035087
3455,posh,__po_sh___,__paS_____,110.0,1.8
3456,post,__po_st___,__post____,9744.0,5.4
3457,posts,__po_sts__,__posts___,1318.0,4.194245614035087
3458,pot,__po_t____,__pat_____,287.0,6.2
3459,pots,__po_ts___,__pats____,82.0,4.194245614035087
3460,pouch,__pouch___,__pWC_____,22.0,5.7
3461,pounce,__pounce__,__pWns____,28.0,4.4
3462,pound,__pound___,__pWnd____,3501.0,4.1
3463,pounds,__pounds__,__pWndz___,1836.0,4.194245614035087
3464,pour,__pour____,__por_____,217.0,4.9
3465,poured,__poured__,__pWrd____,318.0,4.194245614035087
3466,pours,__pours___,__porz____,46.0,4.194245614035087
3467,pout,__pout____,__pWt_____,4.0,4.4
3468,pouts,__pouts___,__pWts____,2.0,4.194245614035087
3469,pox,__po_x____,__paks____,16.0,2.7
3470,praise,_praise___,_prez_____,537.0,4.1
3471,praised,_praised__,_prezd____,672.0,4.194245614035087
3472,prance,_pra_nce__,_pr@ns____,4.0,3.7
3473,pranced,_pra_nced_,_pr@nst___,3.0,4.194245614035087
3474,prank,_pra_nk___,_pr@nk____,24.0,3.9
3475,pranks,_pra_nks__,_pr@nks___,19.0,4.194245614035087
3476,prawn,_prawn____,_pran_____,10.0,4.194245614035087
3477,pray,_pray_____,_pre______,102.0,5.0
3478,prayed,_prayed___,_pred_____,30.0,4.194245614035087
3479,prayer,_prayer___,_prEr_____,251.0,5.2
3480,prayers,_prayers__,_prErz____,64.0,4.194245614035087
3481,prays,_prays____,_prez_____,15.0,4.194245614035087
3482,preach,_preach___,_priC_____,60.0,4.6
3483,preached,_preached_,_priCt____,51.0,4.194245614035087
3484,preen,_preen____,_prin_____,5.0,4.194245614035087
3485,preened,_preened__,_prind____,4.0,4.194245614035087
3486,preens,_preens___,_prinz____,2.0,4.194245614035087
3487,prep,_pre_p____,_prEp_____,54.0,4.194245614035087
3488,preps,_pre_ps___,_prEps____,0.0,4.194245614035087
3489,press,_pre_ss___,_prEs_____,6238.0,4.8
3490,prey,_prey_____,_pre______,173.0,4.3
3491,preys,_preys____,_prez_____,5.0,4.194245614035087
3492,price,_pri_ce___,_prAs_____,39893.0,3.6
3493,prick,_pri_ck___,_prIk_____,8.0,3.9
3494,pricked,_pri_cked_,_prIkt____,7.0,4.194245614035087
3495,pricks,_pri_cks__,_prIks____,10.0,4.194245614035087
3496,pride,_pri_de___,_prAd_____,710.0,2.8
3497,prides,_pri_des__,_prAdz____,67.0,4.194245614035087
3498,pried,_pried____,_prAd_____,21.0,4.194245614035087
3499,pries,_pries____,_prAz_____,5.0,4.194245614035087
3500,priest,_priest___,_prist____,317.0,6.3
3501,priests,_priests__,_prists___,180.0,4.194245614035087
3502,prim,_pri_m____,_prIm_____,19.0,2.1
3503,prime,_pri_me___,_prAm_____,7209.0,3.1
3504,primp,_pri_mp___,_prImp____,2.0,3.8
3505,primped,_pri_mped_,_prImpt___,0.0,4.194245614035087
3506,primps,_pri_mps__,_prImps___,0.0,4.194245614035087
3507,prince,_pri_nce__,_prIns____,593.0,6.4
3508,print,_pri_nt___,_prInt____,1022.0,5.3
3509,prints,_pri_nts__,_prInts___,252.0,4.194245614035087
3510,prize,_pri_ze___,_prAz_____,882.0,5.5
3511,pro,_pro______,_pro______,2092.0,3.1
3512,probe,_pro_be___,_prob_____,1040.0,4.0
3513,probed,_pro_bed__,_probd____,26.0,4.194245614035087
3514,probes,_pro_bes__,_probz____,234.0,4.194245614035087
3515,prod,_pro_d____,_prad_____,134.0,3.3
3516,prods,_pro_ds___,_pradz____,15.0,4.194245614035087
3517,prom,_pro_m____,_pram_____,23.0,5.8
3518,prompt,_pro_mpt__,_prampt___,811.0,2.5
3519,prone,_pro_ne___,_pron_____,291.0,2.2
3520,prong,_pro_ng___,_prang____,5.0,4.4
3521,proof,_proof____,_pruf_____,795.0,3.1
3522,proofs,_proofs___,_prufs____,24.0,4.194245614035087
3523,prop,_pro_p____,_prap_____,476.0,4.2
3524,props,_pro_ps___,_praps____,83.0,4.194245614035087
3525,pros,_pro_s____,_proz_____,252.0,4.194245614035087
3526,prose,_pro_se___,_proz_____,157.0,2.1
3527,proud,_proud____,_prWd_____,565.0,2.9
3528,prove,_pro_ve___,_pruv_____,2458.0,2.4
3529,proved,_pro_ved__,_pruvd____,1700.0,4.194245614035087
3530,proves,_pro_ves__,_pruvz____,305.0,4.194245614035087
3531,prow,_prow_____,_prW______,1.0,2.6
3532,prowl,_prowl____,_prWl_____,59.0,4.5
3533,prowled,_prowled__,_prWld____,3.0,4.194245614035087
3534,prowls,_prowls___,_prWlz____,3.0,4.194245614035087
3535,prows,_prows____,_prWz_____,2.0,4.194245614035087
3536,prude,_pru_de___,_prud_____,6.0,2.7
3537,prune,_pru_ne___,_prun_____,42.0,5.7
3538,prunes,_pru_nes__,_prunz____,4.0,4.194245614035087
3539,pry,_pry______,_prA______,40.0,3.5
3540,psalm,_psa_lm___,__salm____,13.0,4.3
3541,psalms,_psa_lms__,__salmz___,5.0,4.194245614035087
3542,pseud,_pseud____,__sud_____,0.0,4.194245614035087
3543,pub,__pu_b____,__p^b_____,93.0,5.6
3544,pubs,__pu_bs___,__p^bz____,82.0,4.194245614035087
3545,puck,__pu_ck___,__p^k_____,29.0,4.8
3546,pucks,__pu_cks__,__p^ks____,0.0,4.194245614035087
3547,pud,__pu_d____,__p^d_____,0.0,4.194245614035087
3548,puff,__pu_ff___,__p^f_____,65.0,4.3
3549,puffed,__pu_ffed_,__p^ft____,29.0,4.194245614035087
3550,puffs,__pu_ffs__,__p^fs____,33.0,4.194245614035087
3551,pug,__pu_g____,__p^g_____,4.0,4.1
3552,pugs,__pu_gs___,__p^gz____,2.0,4.194245614035087
3553,puke,__pu_ke___,__pYk_____,1.0,5.7
3554,pukes,__pu_kes__,__pYks____,0.0,4.194245614035087
3555,pull,__pu_ll___,__pUl_____,1259.0,4.1
3556,pulled,__pu_lled_,__pUld____,1240.0,4.194245614035087
3557,pulls,__pu_lls__,__pUlz____,211.0,4.194245614035087
3558,pulp,__pu_lp___,__p^lp____,876.0,4.6
3559,pulps,__pu_lps__,__p^lps___,7.0,4.194245614035087
3560,pulse,__pu_lse__,__p^ls____,95.0,4.7
3561,pump,__pu_mp___,__p^mp____,485.0,4.8
3562,pumps,__pu_mps__,__p^mps___,276.0,4.194245614035087
3563,pun,__pu_n____,__p^n_____,20.0,2.6
3564,punch,__pu_nch__,__p^nC____,271.0,5.0
3565,punk,__pu_nk___,__p^nk____,63.0,4.3
3566,punks,__pu_nks__,__p^nks___,20.0,4.194245614035087
3567,puns,__pu_ns___,__p^nz____,19.0,4.194245614035087
3568,punt,__pu_nt___,__p^nt____,92.0,3.9
3569,punts,__pu_nts__,__p^nts___,12.0,4.194245614035087
3570,pup,__pu_p____,__p^p_____,2.0,6.0
3571,pups,__pu_ps___,__p^ps____,9.0,4.194245614035087
3572,pure,__pu_re___,__pYr_____,600.0,3.7
3573,purge,__pu_rge__,__p^rJ____,109.0,3.6
3574,purged,__pu_rged_,__p^rJd___,67.0,4.194245614035087
3575,purr,__pu_rr___,__p^r_____,3.0,4.6
3576,purse,__pu_rse__,__p^rs____,163.0,6.5
3577,push,__pu_sh___,__pUS_____,3251.0,4.1
3578,pushed,__pu_shed_,__pUSt____,2435.0,4.194245614035087
3579,puss,__pu_ss___,__p^s_____,6.0,4.194245614035087
3580,put,__pu_t____,__pUt_____,13638.0,2.2
3581,puts,__pu_ts___,__p^ts____,1786.0,4.194245614035087
3582,putt,__pu_tt___,__p^t_____,44.0,4.0
3583,putts,__pu_tts__,__p^ts____,19.0,4.194245614035087
3584,pyre,__py_re___,__pAr_____,3.0,2.4
3585,pyres,__py_res__,__pArz____,1.0,4.194245614035087
3586,quack,_qua_ck___,_kw@k_____,27.0,4.3
3587,quacks,_qua_cks__,_kw@ks____,15.0,4.194245614035087
