,word,ort,pho,wf,cf,rcf,p
3005,mount,__mount___,__mWnt____,778.0,778.0,27.892651361962706,0.00026047395714962816
3006,mounts,__mounts__,__mWnts___,65.0,65.0,8.06225774829855,7.528894087578069e-05
3007,mourn,__mourn___,__morn____,18.0,18.0,4.242640687119285,3.961966161614174e-05
3008,mourned,__mourned_,__mornd___,8.0,8.0,2.8284271247461903,2.64131077440945e-05
3009,mourns,__mourns__,__mornz___,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
3010,mouse,__mouse___,__mWs_____,327.0,327.0,18.083141320025124,0.000168868398926973
3011,mouth,__mouth___,__mWT_____,566.0,566.0,23.790754506740637,0.00022216862389771872
3012,mouthed,__mouthed_,__mWDd____,48.0,48.0,6.928203230275509,6.46986364941864e-05
3013,mouths,__mouths__,__mWDz____,89.0,89.0,9.433981132056603,8.809870260282063e-05
3014,move,__mo_ve___,__muv_____,15270.0,10000.0,100.0,0.0009338443799030066
3015,moved,__mo_ved__,__muvd____,4814.0,4814.0,69.38299503480663,0.0006479291997409238
3016,moves,__mo_ves__,__muvz____,3921.0,3921.0,62.617888817813075,0.0005847536355390606
3017,mow,__mow_____,__mo______,15.0,15.0,3.872983346207417,3.616763731313737e-05
3018,mowed,__mowed___,__mod_____,15.0,15.0,3.872983346207417,3.616763731313737e-05
3019,mows,__mows____,__moz_____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
3020,much,__mu_ch___,__m^C_____,39588.0,10000.0,100.0,0.0009338443799030066
3021,muck,__mu_ck___,__m^k_____,47.0,47.0,6.855654600401044,6.402114519140708e-05
3022,mucked,__mu_cked_,__m^kt____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3023,mucks,__mu_cks__,__m^ks____,1.0,1.0,1.0,9.338443799030067e-06
3024,mud,__mu_d____,__m^d_____,291.0,291.0,17.05872210923198,0.00015930191770033446
3025,muds,__mu_ds___,__m^dz____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
3026,muff,__mu_ff___,__m^f_____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3027,muffs,__mu_ffs__,__m^fs____,4.0,4.0,2.0,1.8676887598060133e-05
3028,mug,__mu_g____,__m^g_____,37.0,37.0,6.082762530298219,5.680353603203584e-05
3029,mugs,__mu_gs___,__m^gz____,33.0,33.0,5.744562646538029,5.36452754247028e-05
3030,mulch,__mu_lch__,__m^lC____,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
3031,mule,__mu_le___,__mYl_____,67.0,67.0,8.18535277187245,7.643845683536584e-05
3032,mules,__mu_les__,__mYlz____,41.0,41.0,6.4031242374328485,5.979521582947391e-05
3033,mull,__mu_ll___,__m^l_____,41.0,41.0,6.4031242374328485,5.979521582947391e-05
3034,mum,__mu_m____,__m^m_____,58.0,58.0,7.615773105863909,7.111946913527477e-05
3035,mumps,__mu_mps__,__m^mps___,24.0,24.0,4.898979485566356,4.574884459856264e-05
3036,mums,__mu_ms___,__m^mz____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3037,munch,__mu_nch__,__m^nC____,19.0,19.0,4.358898943540674,4.0705332809906117e-05
3038,munched,__mu_nched,__m^nCt___,4.0,4.0,2.0,1.8676887598060133e-05
3039,murk,__mu_rk___,__m^rk____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
3040,murks,__mu_rks__,__m^rks___,0.0,0.0,0.0,0.0
3041,muse,__mu_se___,__mYz_____,63.0,63.0,7.937253933193772,7.412159977376039e-05
3042,mush,__mu_sh___,__m^S_____,24.0,24.0,4.898979485566356,4.574884459856264e-05
3043,musk,__mu_sk___,__m^sk____,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
3044,musks,__mu_sks__,__m^sks___,1.0,1.0,1.0,9.338443799030067e-06
3045,muss,__mu_ss___,__m^s_____,4.0,4.0,2.0,1.8676887598060133e-05
3046,must,__mu_st___,__m^st____,14295.0,10000.0,100.0,0.0009338443799030066
3047,mute,__mu_te___,__mYt_____,63.0,63.0,7.937253933193772,7.412159977376039e-05
3048,mutt,__mu_tt___,__m^t_____,19.0,19.0,4.358898943540674,4.0705332809906117e-05
3049,mutts,__mu_tts__,__m^ts____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3050,my,__my______,__mA______,13110.0,10000.0,100.0,0.0009338443799030066
3051,myrrh,__my_rrh__,__m^r_____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
3052,myrrhs,__my_rrhs_,__m^rz____,0.0,0.0,0.0,0.0
3053,myth,__my_th___,__mIT_____,254.0,254.0,15.937377450509228,0.0001488303036255095
3054,myths,__my_ths__,__mITs____,84.0,84.0,9.16515138991168,8.558825116429252e-05
3055,nab,__na_b____,__n@b_____,29.0,29.0,5.385164807134504,5.028905889994015e-05
3056,nabbed,__na_bbed_,__n@bd____,29.0,29.0,5.385164807134504,5.028905889994015e-05
3057,nabs,__na_bs___,__n@bz____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3058,nag,__na_g____,__n@g_____,11.0,11.0,3.3166247903554,3.0972114207203774e-05
3059,nagged,__na_gged_,__n@gd____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
3060,nags,__na_gs___,__n@gz____,4.0,4.0,2.0,1.8676887598060133e-05
3061,nail,__nail____,__nel_____,155.0,155.0,12.449899597988733,0.00011626268769938479
3062,nails,__nails___,__nelz____,82.0,82.0,9.055385138137417,8.456320519106838e-05
3063,name,__na_me___,__nem_____,8468.0,8468.0,92.02173656261873,0.0008593398151791651
3064,names,__na_mes__,__nemz____,2509.0,2509.0,50.08991914547278,0.00046776189483795766
3065,nap,__na_p____,__n@p_____,43.0,43.0,6.557438524302,6.123627112478889e-05
3066,nape,__na_pe___,__nep_____,0.0,0.0,0.0,0.0
3067,napes,__na_pes__,__neps____,0.0,0.0,0.0,0.0
3068,naps,__na_ps___,__n@ps____,12.0,12.0,3.4641016151377544,3.23493182470932e-05
3069,narc,__na_rc___,__nark____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
3070,nard,__na_rd___,__nard____,0.0,0.0,0.0,0.0
3071,nards,__na_rds__,__nardz___,0.0,0.0,0.0,0.0
3072,naw,__naw_____,__na______,4.0,4.0,2.0,1.8676887598060133e-05
3073,nay,__nay_____,__ne______,34.0,34.0,5.830951894845301,5.4452016564860716e-05
3074,near,__near____,__nir_____,7019.0,7019.0,83.77947242612596,0.0007823698947637664
3075,neat,__neat____,__nit_____,167.0,167.0,12.922847983320086,0.00012067928961564366
3076,neck,__ne_ck___,__nEk_____,481.0,481.0,21.93171219946131,0.00020480806179117153
3077,necks,__ne_cks__,__nEks____,70.0,70.0,8.366600265340756,7.813102636683469e-05
3078,need,__need____,__nid_____,10533.0,10000.0,100.0,0.0009338443799030066
3079,needs,__needs___,__nidz____,5340.0,5340.0,73.07530362578044,0.0006824096160064087
3080,neigh,__neigh___,__ne______,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3081,neighs,__neighs__,__nez_____,0.0,0.0,0.0,0.0
3082,nerve,__ne_rve__,__n^rv____,284.0,284.0,16.852299546352718,0.00015737425219803473
3083,nerves,__ne_rves_,__n^rvz___,117.0,117.0,10.816653826391969,0.00010101071385132492
3084,nest,__ne_st___,__nEst____,149.0,149.0,12.206555615733702,0.00011399023359726402
3085,nests,__ne_sts__,__nEsts___,32.0,32.0,5.656854249492381,5.2826215488189e-05
3086,net,__ne_t____,__nEt_____,22463.0,10000.0,100.0,0.0009338443799030066
3087,nets,__ne_ts___,__nEts____,91.0,91.0,9.539392014169456,8.908307620123769e-05
3088,new,__new_____,__nu______,144985.0,10000.0,100.0,0.0009338443799030066
3089,news,__news____,__nuz_____,16270.0,10000.0,100.0,0.0009338443799030066
3090,newt,__newt____,__nut_____,64.0,64.0,8.0,7.470755039224053e-05
3091,newts,__newts___,__nuts____,1.0,1.0,1.0,9.338443799030067e-06
3092,next,__ne_xt___,__nEkst___,27020.0,10000.0,100.0,0.0009338443799030066
3093,nib,__ni_b____,__nIb_____,0.0,0.0,0.0,0.0
3094,nibs,__ni_bs___,__nIbz____,1.0,1.0,1.0,9.338443799030067e-06
3095,nice,__ni_ce___,__nAs_____,1160.0,1160.0,34.058772731852805,0.00031805593502034514
3096,niche,__ni_che__,__nIC_____,483.0,483.0,21.97726097583591,0.00020523341647946033
3097,nick,__ni_ck___,__nIk_____,157.0,157.0,12.529964086141668,0.00011701036542229909
3098,nicked,__ni_cked_,__nIkt____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
3099,nicks,__ni_cks__,__nIks____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3100,niece,__niece___,__nis_____,49.0,49.0,7.0,6.536910659321046e-05
3101,nigh,__ni_gh___,__nA______,17.0,17.0,4.123105625617661,3.850339016229523e-05
3102,night,__ni_ght__,__nAt_____,5709.0,5709.0,75.55792479945436,0.0007055934343110446
3103,nights,__ni_ghts_,__nAts____,430.0,430.0,20.73644135332772,0.00019364609216993389
3104,nil,__ni_l____,__nIl_____,69.0,69.0,8.306623862918075,7.757094010354248e-05
3105,nip,__ni_p____,__nIp_____,26.0,26.0,5.0990195135927845,4.7616907157843845e-05
3106,nips,__ni_ps___,__nIps____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
3107,nit,__ni_t____,__nIt_____,15.0,15.0,3.872983346207417,3.616763731313737e-05
3108,nits,__ni_ts___,__nIts____,1.0,1.0,1.0,9.338443799030067e-06
3109,nix,__ni_x____,__nIks____,12.0,12.0,3.4641016151377544,3.23493182470932e-05
3110,no,__no______,__no______,46249.0,10000.0,100.0,0.0009338443799030066
3111,nod,__no_d____,__nad_____,114.0,114.0,10.677078252031311,9.970729519444057e-05
3112,node,__no_de___,__nod_____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3113,nodes,__no_des__,__nodz____,18.0,18.0,4.242640687119285,3.961966161614174e-05
3114,nods,__no_ds___,__nadz____,61.0,61.0,7.810249675906654,7.293557765484708e-05
3115,nog,__no_g____,__nag_____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3116,noise,__noise___,__nOz_____,329.0,329.0,18.138357147217054,0.00016938402882602177
3117,nonce,__no_nce__,__n^ns____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3118,none,__no_ne___,__n^n_____,2701.0,2701.0,51.97114584074513,0.0004853296246049936
3119,nook,__nook____,__nUk_____,16.0,16.0,4.0,3.735377519612027e-05
3120,nooks,__nooks___,__nUks____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
3121,noon,__noon____,__nun_____,326.0,326.0,18.05547008526779,0.00016860999265634185
3122,noons,__noons___,__nunz____,0.0,0.0,0.0,0.0
3123,noose,__noose___,__nus_____,33.0,33.0,5.744562646538029,5.36452754247028e-05
3124,nor,__no_r____,__nor_____,4148.0,4148.0,64.40496875241847,0.0006014421810727474
3125,norm,__no_rm___,__norm____,195.0,195.0,13.96424004376894,0.00013040427084490142
3126,norms,__no_rms__,__normz___,97.0,97.0,9.848857801796104,9.197300506671172e-05
3127,north,__no_rth__,__norT____,10370.0,10000.0,100.0,0.0009338443799030066
3128,nose,__no_se___,__noz_____,502.0,502.0,22.40535650240808,0.0002092311624949707
3129,not,__no_t____,__nat_____,67693.0,10000.0,100.0,0.0009338443799030066
3130,notch,__no_tch__,__natC____,157.0,157.0,12.529964086141668,0.00011701036542229909
3131,note,__no_te___,__not_____,4068.0,4068.0,63.7808748764079,0.0005956141154863038
3132,notes,__no_tes__,__nots____,12537.0,10000.0,100.0,0.0009338443799030066
3133,nought,__nought__,__nat_____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3134,noun,__noun____,__nWn_____,4.0,4.0,2.0,1.8676887598060133e-05
3135,nouns,__nouns___,__nWnz____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3136,now,__now_____,__nW______,43622.0,10000.0,100.0,0.0009338443799030066
3137,nub,__nu_b____,__n^b_____,15.0,15.0,3.872983346207417,3.616763731313737e-05
3138,nubs,__nu_bs___,__n^bz____,0.0,0.0,0.0,0.0
3139,nude,__nu_de___,__nud_____,138.0,138.0,11.74734012447073,0.00010970187554046078
3140,nudge,__nu_dge__,__n^J_____,107.0,107.0,10.344080432788601,9.659761377424296e-05
3141,nudged,__nu_dged_,__n^Jd____,71.0,71.0,8.426149773176359,7.868712609901736e-05
3142,,__nu_ll___,__n^l_____,19.0,19.0,4.358898943540674,4.0705332809906117e-05
3143,numb,__nu_mb___,__n^m_____,34.0,34.0,5.830951894845301,5.4452016564860716e-05
3144,nun,__nu_n____,__n^n_____,38.0,38.0,6.164414002968976,5.756603372067974e-05
3145,nuns,__nu_ns___,__n^nz____,72.0,72.0,8.48528137423857,7.923932323228349e-05
3146,nurse,__nu_rse__,__n^rs____,243.0,243.0,15.588457268119896,0.0001455719321119194
3147,nut,__nu_t____,__n^t_____,137.0,137.0,11.704699910719626,0.00010930368230076746
3148,nuts,__nu_ts___,__n^ts____,246.0,246.0,15.684387141358123,0.00014646776784180268
3149,nuts,__nu_ts___,__n^ts____,246.0,246.0,15.684387141358123,0.00014646776784180268
3150,nymph,__ny_mph__,__nImf____,4.0,4.0,2.0,1.8676887598060133e-05
3151,nymphs,__ny_mphs_,__nImfs___,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
3152,oaf,___oaf____,___of_____,4.0,4.0,2.0,1.8676887598060133e-05
3153,oafs,___oafs___,___ofs____,1.0,1.0,1.0,9.338443799030067e-06
3154,oak,___oak____,___ok_____,429.0,429.0,20.71231517720798,0.00019342079123015418
3155,oaks,___oaks___,___oks____,203.0,203.0,14.247806848775006,0.00013305234351672108
3156,oar,___oar____,___or_____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3157,oars,___oars___,___orz____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
3158,oat,___oat____,___ot_____,81.0,81.0,9.0,8.40459941912706e-05
3159,oath,___oath___,___oT_____,146.0,146.0,12.083045973594572,0.00011283684574550945
3160,oaths,___oaths__,___oTs____,9.0,9.0,3.0,2.80153313970902e-05
3161,oats,___oats___,___ots____,256.0,256.0,16.0,0.00014941510078448107
3162,odd,___o_dd___,___ad_____,573.0,573.0,23.93741840717165,0.00022353823648924026
3163,ode,___o_de___,___od_____,16.0,16.0,4.0,3.735377519612027e-05
3164,odes,___o_des__,___odz____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
3165,of,___o_f____,___^v_____,1252340.0,10000.0,100.0,0.0009338443799030066
3166,off,___o_ff___,___af_____,29901.0,10000.0,100.0,0.0009338443799030066
3167,oft,___o_ft___,___aft____,97.0,97.0,9.848857801796104,9.197300506671172e-05
3168,ohm,___o_hm___,___om_____,4.0,4.0,2.0,1.8676887598060133e-05
3169,ohms,___o_hms__,___omz____,0.0,0.0,0.0,0.0
3170,oil,___oil____,___Ol_____,29148.0,10000.0,100.0,0.0009338443799030066
3171,oils,___oils___,___Olz____,227.0,227.0,15.066519173319364,0.0001406978425470518
3172,old,___o_ld___,___old____,15780.0,10000.0,100.0,0.0009338443799030066
3173,ole,___o_le___,___ol_____,34.0,34.0,5.830951894845301,5.4452016564860716e-05
3174,on,___o_n____,___an_____,282490.0,10000.0,100.0,0.0009338443799030066
3175,once,___o_nce__,__w^ns____,10429.0,10000.0,100.0,0.0009338443799030066
3176,oops,___oops___,___ups____,24.0,24.0,4.898979485566356,4.574884459856264e-05
3177,ooze,___ooze___,___uz_____,12.0,12.0,3.4641016151377544,3.23493182470932e-05
3178,or,___o_r____,___or_____,130913.0,10000.0,100.0,0.0009338443799030066
3179,orange,___o_range,___ornJ___,1158.0,1158.0,34.02939905434711,0.0003177816305837874
3180,orb,___o_rb___,___orb____,11.0,11.0,3.3166247903554,3.0972114207203774e-05
3181,orbs,___o_rbs__,___orbz___,0.0,0.0,0.0,0.0
3182,ore,___o_re___,___or_____,1146.0,1146.0,33.85262175962151,0.0003161308057520478
3183,ores,___o_res__,___orz____,13.0,13.0,3.605551275463989,3.367023795044163e-05
3184,ouch,___ouch___,___WC_____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
3185,ought,___ought__,___at_____,1236.0,1236.0,35.156791662493895,0.00032830972309440807
3186,ounce,___ounce__,___Wns____,2647.0,2647.0,51.44900387762624,0.0004804536312272926
3187,our,___our____,___Wr_____,24885.0,10000.0,100.0,0.0009338443799030066
3188,oust,___oust___,___Wst____,388.0,388.0,19.697715603592208,0.00018394601013342344
3189,ousts,___ousts__,___Wsts___,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3190,out,___out____,___Wt_____,57860.0,10000.0,100.0,0.0009338443799030066
3191,owe,___owe____,___o______,378.0,378.0,19.44222209522358,0.00018156009836450598
3192,owed,___owed___,___od_____,1115.0,1115.0,33.391615714128,0.00031182572670519353
3193,owes,___owes___,___oz_____,582.0,582.0,24.124676163629637,0.00022528693252385563
3194,owl,___owl____,___Wl_____,43.0,43.0,6.557438524302,6.123627112478889e-05
3195,owls,___owls___,___Wlz____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
3196,own,___own____,___on_____,23323.0,10000.0,100.0,0.0009338443799030066
3197,owned,___owned__,___ond____,8875.0,8875.0,94.20721840708386,0.0008797488145575033
3198,owns,___owns___,___onz____,6371.0,6371.0,79.81854421122951,0.0007453809892369634
3199,ox,___o_x____,___aks____,19.0,19.0,4.358898943540674,4.0705332809906117e-05
3200,pa,__pa______,__pa______,2298.0,2298.0,47.93745925682754,0.0004476612691381776
3201,pace,__pa_ce___,__pes_____,3295.0,3295.0,57.40209055426466,0.0005360461965878352
3202,pack,__pa_ck___,__p@k_____,568.0,568.0,23.83275057562597,0.00022256080182678459
3203,packed,__pa_cked_,__p@kt____,399.0,399.0,19.974984355438178,0.00018653526878976422
3204,packs,__pa_cks__,__p@ks____,154.0,154.0,12.409673645990857,0.00011588703990739015
3205,pact,__pa_ct___,__p@kt____,3843.0,3843.0,61.99193495931547,0.0005789082006106948
3206,pacts,__pa_cts__,__p@kts___,254.0,254.0,15.937377450509228,0.0001488303036255095
3207,pad,__pa_d____,__p@d_____,171.0,171.0,13.076696830622021,0.00012211599842971833
3208,pads,__pa_ds___,__p@dz____,78.0,78.0,8.831760866327848,8.24749024966757e-05
3209,page,__pa_ge___,__peJ_____,3246.0,3246.0,56.97367813297646,0.0005320454912688289
3210,paid,__paid____,__ped_____,11077.0,10000.0,100.0,0.0009338443799030066
3211,pail,__pail____,__pel_____,19.0,19.0,4.358898943540674,4.0705332809906117e-05
3212,pails,__pails___,__pelz____,6.0,6.0,2.449489742783178,2.287442229928132e-05
3213,pain,__pain____,__pen_____,932.0,932.0,30.528675044947494,0.00028509031616609384
3214,pains,__pains___,__penz____,252.0,252.0,15.874507866387544,0.00014824319954752078
3215,paint,__paint___,__pent____,670.0,670.0,25.88435821108957,0.00024171962442822237
3216,paints,__paints__,__pents___,186.0,186.0,13.638181696985855,0.0001273593932982629
3217,pair,__pair____,__pEr_____,650.0,650.0,25.495097567963924,0.00023808453578921923
3218,pairs,__pairs___,__pErz____,150.0,150.0,12.24744871391589,0.00011437211149640661
3219,pal,__pa_l____,__p@l_____,71.0,71.0,8.426149773176359,7.868712609901736e-05
3220,pale,__pa_le___,__pel_____,182.0,182.0,13.490737563232042,0.00012598249454170624
3221,pall,__pa_ll___,__pal_____,157.0,157.0,12.529964086141668,0.00011701036542229909
3222,palls,__pa_lls__,__palz____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3223,palm,__pa_lm___,__pam_____,598.0,598.0,24.454038521274967,0.00022836266439024258
3224,palms,__pa_lms__,__pamz____,40.0,40.0,6.324555320336759,5.9061504412821423e-05
3225,pals,__pa_ls___,__p@lz____,73.0,73.0,8.54400374531753,7.978769879435016e-05
3226,pan,__pa_n____,__p@n_____,2920.0,2920.0,54.037024344425184,0.0005046217149072341
3227,pane,__pa_ne___,__pen_____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3228,panes,__pa_nes__,__penz____,9.0,9.0,3.0,2.80153313970902e-05
3229,pang,__pa_ng___,__p@ng____,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
3230,pangs,__pa_ngs__,__p@ngz___,8.0,8.0,2.8284271247461903,2.64131077440945e-05
3231,pans,__pa_ns___,__p@nz____,47.0,47.0,6.855654600401044,6.402114519140708e-05
3232,pant,__pa_nt___,__p@nt____,9.0,9.0,3.0,2.80153313970902e-05
3233,pants,__pa_nts__,__p@nts___,237.0,237.0,15.394804318340652,0.00014376351492388956
3234,pants,__pa_nts__,__p@nts___,237.0,237.0,15.394804318340652,0.00014376351492388956
3235,pants,__pa_nts__,__p@nts___,237.0,237.0,15.394804318340652,0.00014376351492388956
3236,pap,__pa_p____,__p@p_____,236.0,236.0,15.362291495737216,0.00014345989575725951
3237,par,__pa_r____,__par_____,2091.0,2091.0,45.727453460694704,0.00042702325421546043
3238,parch,__pa_rch__,__parC____,0.0,0.0,0.0,0.0
3239,parched,__pa_rched,__parCt___,47.0,47.0,6.855654600401044,6.402114519140708e-05
3240,pare,__pa_re___,__pEr_____,234.0,234.0,15.297058540778355,0.00014285072147353156
3241,pared,__pa_red__,__pErd____,196.0,196.0,14.0,0.00013073821318642092
3242,pares,__pa_res__,__pErz____,15.0,15.0,3.872983346207417,3.616763731313737e-05
3243,park,__pa_rk___,__park____,3292.0,3292.0,57.37595315112421,0.0005358021139175554
3244,parks,__pa_rks__,__parks___,603.0,603.0,24.55605831561735,0.00022931537050609752
3245,pars,__pa_rs___,__parz____,23.0,23.0,4.795831523312719,4.4785603150072576e-05
3246,parse,__pa_rse__,__pars____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3247,part,__pa_rt___,__part____,24504.0,10000.0,100.0,0.0009338443799030066
3248,parts,__pa_rts__,__parts___,7732.0,7732.0,87.93179174792243,0.0008211460953859894
3249,pass,__pa_ss___,__p@s_____,2258.0,2258.0,47.51841748206689,0.00044374807107512945
3250,passed,__pa_ssed_,__p@st____,3994.0,3994.0,63.198101237299845,0.000590171916609937
3251,past,__pa_st___,__p@st____,19361.0,10000.0,100.0,0.0009338443799030066
3252,paste,__pa_ste__,__pest____,57.0,57.0,7.54983443527075,7.05037045657578e-05
3253,pastes,__pa_stes_,__pests___,8.0,8.0,2.8284271247461903,2.64131077440945e-05
3254,pasts,__pa_sts__,__p@sts___,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3255,pat,__pa_t____,__p@t_____,711.0,711.0,26.664583251946766,0.00024900571212286323
3256,patch,__pa_tch__,__p@tC____,465.0,465.0,21.563858652847824,0.0002013728821198476
3257,path,__pa_th___,__p@T_____,866.0,866.0,29.427877939124322,0.0002748105842592292
3258,paths,__pa_ths__,__p@Dz____,119.0,119.0,10.908712114635714,0.00010187039500232405
3259,pats,__pa_ts___,__p@ts____,16.0,16.0,4.0,3.735377519612027e-05
3260,paunch,__paunch__,__panC____,4.0,4.0,2.0,1.8676887598060133e-05
3261,pause,__pause___,__paz_____,253.0,253.0,15.905973720586866,0.00014853704165854962
3262,paused,__paused__,__pazd____,53.0,53.0,7.280109889280518,6.798489705180911e-05
3263,pave,__pa_ve___,__pev_____,171.0,171.0,13.076696830622021,0.00012211599842971833
3264,paved,__pa_ved__,__pevd____,140.0,140.0,11.832159566199232,0.0001104939571301075
3265,paves,__pa_ves__,__pevz____,61.0,61.0,7.810249675906654,7.293557765484708e-05
3266,paw,__paw_____,__pa______,20.0,20.0,4.47213595499958,4.176279027738523e-05
3267,pawn,__pawn____,__pan_____,86.0,86.0,9.273618495495704,8.66011651338324e-05
3268,pawns,__pawns___,__panz____,27.0,27.0,5.196152422706632,4.852397737063981e-05
3269,paws,__paws____,__paz_____,13.0,13.0,3.605551275463989,3.367023795044163e-05
3270,pay,__pay_____,__pe______,21327.0,10000.0,100.0,0.0009338443799030066
3271,pays,__pays____,__pez_____,1311.0,1311.0,36.207733980463345,0.00033812388886678813
3272,pea,__pea_____,__pi______,15.0,15.0,3.872983346207417,3.616763731313737e-05
3273,peace,__peace___,__pis_____,3552.0,3552.0,59.59865770300536,0.0005565587154571459
3274,peach,__peach___,__piC_____,258.0,258.0,16.06237840420901,0.00014999761800646007
3275,peak,__peak____,__pik_____,1769.0,1769.0,42.05948168962618,0.00039277010597490823
3276,peaks,__peaks___,__piks____,207.0,207.0,14.38749456993816,0.00013435680945021776
3277,peal,__peal____,__pil_____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
3278,peals,__peals___,__pilz____,4.0,4.0,2.0,1.8676887598060133e-05
3279,pear,__pear____,__pEr_____,39.0,39.0,6.244997998398398,5.8318562833098697e-05
3280,pearl,__pearl___,__p^rl____,198.0,198.0,14.071247279470288,0.000131403551901588
3281,pearls,__pearls__,__p^rlz___,27.0,27.0,5.196152422706632,4.852397737063981e-05
3282,pears,__pears___,__pErz____,18.0,18.0,4.242640687119285,3.961966161614174e-05
3283,peas,__peas____,__piz_____,42.0,42.0,6.48074069840786,6.052003278816867e-05
3284,peat,__peat____,__pit_____,697.0,697.0,26.40075756488817,0.00024654199077152604
3285,peats,__peats___,__pits____,0.0,0.0,0.0,0.0
3286,peck,__pe_ck___,__pEk_____,225.0,225.0,15.0,0.000140076656985451
3287,pecked,__pe_cked_,__pEkt____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3288,pecks,__pe_cks__,__pEks____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
3289,pee,__pee_____,__pi______,24.0,24.0,4.898979485566356,4.574884459856264e-05
3290,peed,__peed____,__pid_____,0.0,0.0,0.0,0.0
3291,peek,__peek____,__pik_____,75.0,75.0,8.660254037844387,8.087329561773301e-05
3292,peeked,__peeked__,__pikt____,6.0,6.0,2.449489742783178,2.287442229928132e-05
3293,peeks,__peeks___,__piks____,13.0,13.0,3.605551275463989,3.367023795044163e-05
3294,peel,__peel____,__pil_____,38.0,38.0,6.164414002968976,5.756603372067974e-05
3295,peeled,__peeled__,__pild____,25.0,25.0,5.0,4.669221899515033e-05
3296,peels,__peels___,__pilz____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
3297,peep,__peep____,__pip_____,26.0,26.0,5.0990195135927845,4.7616907157843845e-05
3298,peeps,__peeps___,__pips____,1.0,1.0,1.0,9.338443799030067e-06
3299,peer,__peer____,__pir_____,258.0,258.0,16.06237840420901,0.00014999761800646007
3300,peered,__peered__,__pird____,20.0,20.0,4.47213595499958,4.176279027738523e-05
3301,peers,__peers___,__pirz____,285.0,285.0,16.881943016134134,0.00015765107607459673
3302,pees,__pees____,__piz_____,1.0,1.0,1.0,9.338443799030067e-06
3303,peeve,__peeve___,__piv_____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
3304,peg,__pe_g____,__pEg_____,96.0,96.0,9.797958971132712,9.149768919712528e-05
3305,pegs,__pe_gs___,__pEgz____,30.0,30.0,5.477225575051661,5.114876320723007e-05
3306,pelt,__pe_lt___,__pElt____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
3307,pelts,__pe_lts__,__pElts___,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
3308,pen,__pe_n____,__pEn_____,308.0,308.0,17.549928774784245,0.00016388902354030327
3309,pens,__pe_ns___,__pEnz____,105.0,105.0,10.246950765959598,9.56905738393418e-05
3310,perch,__pe_rch__,__p^rC____,54.0,54.0,7.3484692283495345,6.862326689784396e-05
3311,perched,__pe_rched,__p^rCt___,86.0,86.0,9.273618495495704,8.66011651338324e-05
3312,perk,__pe_rk___,__p^rk____,77.0,77.0,8.774964387392123,8.194451177015163e-05
3313,perks,__pe_rks__,__p^rks___,132.0,132.0,11.489125293076057,0.0001072905508494056
3314,pert,__pe_rt___,__p^rt____,26.0,26.0,5.0990195135927845,4.7616907157843845e-05
3315,pest,__pe_st___,__pEst____,71.0,71.0,8.426149773176359,7.868712609901736e-05
