"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL","SUBTLWF"
"1","names","5","65,155","11.085","53.840"
"1","nap","3","1,644","7.405","12.650"
"1","nape","4","175","5.165","0.240"
"1","napes","5","8","2.079","#"
"1","naps","4","303","5.714","1.040"
"1","nark","4","35","3.555","0.060"
"1","nave","4","139","4.934","0.410"
"1","naves","5","30","3.401","#"
"1","NAW","3","749","6.619","2.080"
"1","nay","3","3,176","8.063","3.370"
"1","neap","4","5","1.609","0.020"
"1","neaps","5","1","0.000","#"
"1","near","4","78,062","11.265","83.100"
"1","neat","4","11,901","9.384","12.450"
"1","neck","4","14,841","9.605","59.510"
"1","necks","5","1,024","6.931","3.220"
"1","need","4","415,850","12.938","1,294.900"
"1","needs","5","89,632","11.403","160.750"
"1","neigh","5","78","4.357","0.240"
"1","neighs","6","3","1.099","0.650"
"1","nerve","5","4,196","8.342","22.960"
"1","nerves","6","2,383","7.776","10.960"
"1","ness","4","1,051","6.957","2.690"
"1","nest","4","2,558","7.847","11.100"
"1","nests","5","332","5.805","0.450"
"1","net","3","117,269","11.672","15.550"
"1","nets","4","3,435","8.142","1.940"
"1","new","3","709,084","13.472","723.780"
"1","news","4","149,044","11.912","164.690"
"1","newt","4","8,878","9.091","1.330"
"1","newts","5","310","5.737","#"
"1","next","4","188,009","12.144","452.750"
"1","nib","3","377","5.932","0.100"
"1","nibs","4","171","5.142","0.570"
"1","nice","4","113,119","11.636","649.510"
"1","niche","5","2,472","7.813","0.920"
"1","nick","4","17,831","9.789","60.040"
"1","nicked","6","256","5.545","1.390"
"1","nicks","5","684","6.528","0.710"
"1","niece","5","669","6.506","9.530"
"1","niff","4","0","0.000","#"
"1","nigh","4","393","5.974","0.820"
"1","night","5","97,524","11.488","866.040"
"1","nights","6","13,905","9.540","33.860"
"1","nil","3","4,758","8.468","0.450"
"1","nip","3","736","6.601","3.240"
"1","nips","4","340","5.829","0.610"
"1","nit","3","1,374","7.225","0.160"
"1","nits","4","400","5.991","0.060"
"1","nix","3","1,079","6.984","1.630"
"1","no","2","1,157,549","13.962","5,971.550"
"1","nob","3","261","5.565","0.350"
"1","nod","3","2,133","7.665","3.980"
"1","node","4","8,028","8.991","0.490"
"1","nodes","5","5,565","8.624","0.550"
"1","nods","4","548","6.306","0.330"
"1","nog","3","2,275","7.730","0.220"
"1","noise","5","20,803","9.943","34.880"
"1","NON","3","27,120","10.208","3.750"
"1","nonce","5","85","4.443","0.060"
"1","none","4","90,590","11.414","110.610"
"1","nook","4","237","5.468","1.060"
"1","nooks","5","134","4.898","0.200"
"1","noon","4","4,848","8.486","18.120"
"1","noose","5","309","5.733","2.180"
"1","nor","3","54,811","10.912","35.980"
"1","norm","4","6,407","8.765","3.330"
"1","norms","5","1,381","7.231","0.310"
"1","north","5","77,220","11.254","63.880"
"1","nose","4","13,919","9.541","69.750"
"1","not","3","2,605,564","14.773","5,424.960"
"1","notch","5","2,064","7.632","3.330"
"1","note","4","131,657","11.788","53.550"
"1","notes","5","42,861","10.666","24.610"
"1","nought","6","136","4.913","0.220"
"1","noun","4","1,523","7.328","0.530"
"1","nouns","5","709","6.564","0.250"
"1","now","3","599,476","13.304","3,202.610"
"1","nub","3","321","5.771","0.140"
"1","nubs","4","83","4.419","0.040"
"1","nude","4","6,496","8.779","5.900"
"1","nudge","5","821","6.711","1.120"
"1","nudged","6","224","5.412","0.100"
"1","null","4","15,410","9.643","0.530"
"1","numb","4","1,271","7.148","4.880"
"1","nun","3","1,947","7.574","6.960"
"1","nuns","4","1,084","6.988","4.270"
"1","nurse","5","6,640","8.801","44.980"
"1","nut","3","4,431","8.396","15.630"
"1","nymph","5","451","6.111","0.750"
"1","nymphs","6","169","5.130","0.570"
"1","oaf","3","171","5.142","0.980"
"1","oafs","4","31","3.434","0.080"
"1","oak","3","6,450","8.772","5.610"
"1","oaks","4","1,631","7.397","1.690"
"1","oar","3","220","5.394","0.820"
"1","oars","4","216","5.375","1.080"
"1","oast","4","13","2.565","0.020"
"1","oat","3","275","5.617","0.530"
"1","oath","4","3,595","8.187","9.880"
"1","oaths","5","414","6.026","0.370"
"1","oats","4","903","6.806","2.060"
"1","odd","3","16,315","9.700","24.040"
"1","ode","3","794","6.677","0.800"
"1","odes","4","83","4.419","0.020"
"1","of","2","11,003,606","16.214","11,577.240"
"1","off","3","312,896","12.654","1,179.510"
"1","oft","3","721","6.581","0.410"
"1","ohm","3","2,188","7.691","0.080"
"1","ohms","4","1,763","7.475","0.040"
"1","oil","3","34,785","10.457","41.080"
"1","oils","4","2,388","7.778","1.330"
"1","old","3","238,321","12.381","608.940"
"1","OLE","3","8,894","9.093","2.430"
"1","on","2","3,536,061","15.079","6,955.730"
"1","once","4","188,862","12.149","344.880"
"1","oops","4","7,763","8.957","10.900"
"1","ooze","4","2,454","7.805","0.530"
"1","ops","3","2,526","7.834","4.200"
"1","or","2","2,616,965","14.778","1,705.290"
"1","orange","6","13,483","9.509","22.310"
"1","orb","3","8,503","9.048","2.750"
"1","orbs","4","465","6.142","0.410"
"1","ore","3","1,589","7.371","1.650"
"1","ores","4","231","5.442","0.390"
"1","ouch","4","2,357","7.765","10.960"
"1","ought","5","15,181","9.628","80.750"
"1","ounce","5","2,260","7.723","4.040"
"1","our","3","524,609","13.170","1,400.490"
"1","oust","4","205","5.323","0.060"
"1","ousts","5","23","3.135","0.020"
"1","out","3","1,090,659","13.902","3,865.310"
"1","owe","3","4,783","8.473","74.160"
"1","owed","4","1,733","7.458","7.330"
"1","owes","4","1,672","7.422","9.370"
"1","owl","3","3,875","8.262","5.610"
"1","owls","4","777","6.655","2.120"
"1","own","3","284,270","12.558","459.200"
"1","owned","5","17,614","9.776","11.750"
"1","owns","4","6,599","8.795","19.140"
"1","ox","2","1,190","7.082","7.780"
"1","pa","2","31,547","10.359","23.880"
"1","pace","4","7,202","8.882","9.570"
"1","pack","4","30,418","10.323","43.820"
"1","packed","6","7,117","8.870","17.730"
"1","packs","5","10,089","9.219","4.530"
"1","pact","4","1,366","7.220","3.760"
"1","pacts","5","84","4.431","0.180"
"1","pad","3","7,194","8.881","8.140"
"1","pads","4","4,633","8.441","3.160"
"1","page","4","157,108","11.965","37.490"
"1","paid","4","50,044","10.821","85.670"
"1","pail","4","496","6.207","0.940"
"1","pails","5","116","4.754","0.120"
"1","pain","4","36,596","10.508","97.940"
"1","pains","5","2,259","7.723","5.270"
"1","paint","5","15,964","9.678","36.800"
"1","paints","6","1,413","7.253","2.730"
"1","pair","4","23,219","10.053","37.250"
"1","pairs","5","7,632","8.940","4.160"
"1","pal","3","12,345","9.421","57.590"
"1","pale","4","5,424","8.599","8.020"
"1","pall","4","160","5.075","0.450"
"1","palls","5","12","2.485","#"
"1","palm","4","5,990","8.698","13.240"
"1","palms","5","1,673","7.422","3.710"
"1","pals","4","1,687","7.431","5.880"
"1","pan","3","10,047","9.215","12.290"
"1","pane","4","969","6.876","0.470"
"1","panes","5","332","5.805","0.060"
"1","pang","4","728","6.590","1.590"
"1","pangs","5","144","4.970","0.330"
"1","pans","4","1,067","6.973","2.140"
"1","pant","4","536","6.284","0.960"
"1","pap","3","1,829","7.512","1.290"
"1","par","3","9,474","9.156","4.960"
"1","parch","5","7","1.946","0.040"
"1","parched","7","96","4.564","1.140"
"1","pare","4","729","6.592","0.120"
"1","pared","5","303","5.714","0.040"
"1","pares","5","167","5.118","0.020"
"1","park","4","46,460","10.746","72.120"
"1","parks","5","6,714","8.812","3.730"
"1","pars","4","203","5.313","0.040"
"1","parse","5","2,158","7.677","0.120"
"1","part","4","249,067","12.425","261.510"
"1","parts","5","66,285","11.102","29.430"
"1","PAS","3","10,657","9.274","2.330"
"1","pass","4","48,574","10.791","108.120"
"1","passed","6","30,331","10.320","51.590"
"1","past","4","89,390","11.401","123.760"
"1","paste","5","6,656","8.803","1.710"
"1","pastes","6","113","4.727","0.020"
"1","pat","3","17,025","9.742","18.290"
"1","patch","5","25,238","10.136","17.410"
"1","pate","4","472","6.157","0.650"
"1","pates","5","50","3.912","#"
"1","path","4","43,722","10.686","24.550"
"1","paths","5","5,859","8.676","3.550"
"1","pats","4","376","5.930","0.390"
"1","paunch","6","45","3.807","0.020"
"1","pause","5","4,817","8.480","5.390"
"1","paused","6","1,805","7.498","0.250"
"1","pave","4","749","6.619","0.390"
"1","paved","5","1,292","7.164","0.880"
"1","paves","5","39","3.664","0.040"
"1","paw","3","1,963","7.582","3.120"
"1","pawl","4","24","3.178","#"
"1","pawn","4","1,542","7.341","4.330"
"1","pawns","5","603","6.402","0.800"
"1","paws","4","1,401","7.245","2.490"
"1","pay","3","133,802","11.804","254.610"
"1","pays","4","13,224","9.490","14.020"
"1","pea","3","943","6.849","3.900"
"1","peace","5","40,408","10.607","69.610"
"1","peach","5","1,812","7.502","6.350"
"1","peak","4","8,419","9.038","5.940"
"1","peaks","5","2,550","7.844","1.590"
"1","peal","4","204","5.318","0.140"
"1","peals","5","49","3.892","#"
"1","pear","4","971","6.878","1.330"
"1","pearl","5","10,738","9.282","15.670"
"1","pearls","6","961","6.868","5.270"
"1","pears","5","307","5.727","0.980"
"1","peas","4","1,457","7.284","4.650"
"1","peat","4","650","6.477","0.250"
"1","peck","4","1,067","6.973","3.530"
"1","pecked","6","67","4.205","0.310"
"1","pecks","5","65","4.174","0.270"
"1","pee","3","3,159","8.058","18.140"
"1","peed","4","411","6.019","2.630"
"1","peek","4","1,954","7.578","5.330"
"1","peeked","6","347","5.849","0.710"
"1","peeks","5","193","5.263","0.160"
"1","peel","4","2,813","7.942","5.350"
"1","peeled","6","1,151","7.048","2.710"
"1","peels","5","311","5.740","0.690"
"1","peep","4","622","6.433","4.430"
"1","peeps","5","309","5.733","0.630"
"1","peer","4","4,088","8.316","1.530"
"1","peered","6","472","6.157","0.220"
"1","peers","5","2,695","7.899","1.690"
"1","pees","4","106","4.663","0.450"
"1","peeve","5","847","6.742","0.180"
"1","peg","3","1,350","7.208","36.410"
"1","pegs","4","577","6.358","0.270"
"1","peke","4","27","3.296","#"
"1","pelf","4","8","2.079","#"
"1","pelt","4","387","5.958","0.940"
"1","pelts","5","105","4.654","0.430"
"1","pen","3","7,902","8.975","24.730"
"1","pens","4","1,814","7.503","2.530"
"1","perch","5","769","6.645","0.980"
"1","perched","7","508","6.230","0.590"
"1","perk","4","310","5.737","1.410"
"1","perks","5","772","6.649","1.760"
"1","pert","4","334","5.811","0.490"
"1","pest","4","1,075","6.980","2.860"
"1","pests","5","627","6.441","0.330"
"1","pet","3","14,817","9.604","20.180"
"1","pets","4","4,867","8.490","5.690"
"1","pew","3","276","5.620","1.040"
"1","pews","4","116","4.754","0.140"
"1","phase","5","16,742","9.726","12.330"
"1","phi","3","3,082","8.033","0.900"
"1","phlegm","6","153","5.030","0.670"
"1","phlox","5","16","2.773","0.490"
"1","phone","5","141,619","11.861","269.730"
"1","phones","6","4,048","8.306","13.020"
"1","phrase","6","12,897","9.465","9.100"
"1","pi","2","5,980","8.696","3.670"
"1","pick","4","45,297","10.721","198.390"
"1","picked","6","20,151","9.911","69.290"
"1","picks","5","6,748","8.817","9.180"
"1","pie","3","4,935","8.504","28.750"
"1","piece","5","46,129","10.739","124.490"
"1","pier","4","1,150","7.048","6.550"
"1","pierce","6","4,989","8.515","25.750"
"1","pierced","7","1,610","7.384","2.940"
"1","piers","5","960","6.867","0.330"
"1","pies","4","718","6.576","3.450"
"1","pig","3","6,375","8.760","39.140"
"1","pigs","4","4,274","8.360","13.290"
"1","pike","4","2,432","7.796","4.590"
"1","pikes","5","202","5.308","0.240"
"1","pile","4","5,666","8.642","13.180"
"1","piled","5","717","6.575","1.490"
"1","piles","5","1,534","7.336","1.780"
"1","pill","4","2,805","7.939","11.820"
"1","pills","5","2,580","7.856","24.820"
"1","pimp","4","988","6.896","8.630"
"1","pimps","5","212","5.357","1.200"
"1","pin","3","24,742","10.116","16.370"
"1","pinch","5","1,992","7.597","6.120"
"1","pinched","7","675","6.515","2.710"
"1","pine","4","7,920","8.977","6.200"
"1","pines","5","974","6.881","1.200"
"1","ping","4","5,115","8.540","3.290"
"1","pinged","6","64","4.159","0.080"
"1","pings","5","269","5.595","0.240"
"1","pink","4","13,066","9.478","28.470"
"1","pins","4","7,569","8.932","4.490"
"1","pint","4","1,470","7.293","3.270"
"1","pints","5","484","6.182","1.250"
"1","pipe","4","12,205","9.410","19.390"
"1","pipes","5","5,055","8.528","7.410"
"1","pique","5","218","5.384","0.250"
"1","pis","3","279","5.631","0.080"
"1","piss","4","6,979","8.851","23.590"
"1","pit","3","15,282","9.634","13.220"
"1","pitch","5","8,752","9.077","15.530"
"1","pith","4","113","4.727","0.200"
"1","pits","4","2,072","7.636","3.140"
"1","place","5","195,199","12.182","602.670"
"1","plage","5","45","3.807","#"
"1","plague","6","4,699","8.455","8.310"
"1","plagued","7","893","6.795","1.860"
"1","plagues","7","627","6.441","0.530"
"1","plaid","5","777","6.655","1.610"
"1","plaids","6","42","3.738","0.180"
"1","plain","5","23,526","10.066","21.820"
"1","plaint","6","32","3.466","0.020"
"1","plan","4","63,172","11.054","145.730"
"1","plane","5","18,677","9.835","95.530"
"1","planes","6","7,916","8.977","17.530"
"1","plank","5","595","6.389","2.040"
"1","planks","6","322","5.775","0.250"
"1","plans","5","31,000","10.342","56.220"
"1","plant","5","25,225","10.136","27.610"
"1","plants","6","17,049","9.744","9.570"
"1","plaque","6","951","6.858","2.080"
"1","plaques","7","311","5.740","0.160"
"1","plate","5","10,419","9.251","25.650"
"1","plates","6","5,243","8.565","12.510"
"1","play","4","149,546","11.915","354.530"
"1","played","6","66,128","11.099","56.270"
"1","plays","5","19,267","9.866","29.820"
"1","plea","4","1,986","7.594","6.840"
"1","pleach","6","0","0.000","#"
"1","plead","5","1,026","6.933","7.000"
"1","pleads","6","233","5.451","0.570"
"1","pleas","5","1,183","7.076","0.390"
"1","please","6","580,704","13.272","1,100.960"
"1","pleased","7","11,563","9.356","28.530"
"1","pleat","5","41","3.714","0.060"
"1","pleats","6","114","4.736","0.250"
"1","pleb","4","15","2.708","#"
"1","pled","4","97","4.575","0.240"
"1","pledge","6","2,599","7.863","6.880"
"1","plied","5","41","3.714","0.140"
"1","plies","5","79","4.369","0.060"
"1","plight","6","1,347","7.206","1.240"
"1","plights","7","13","2.565","#"
"1","plinth","6","60","4.094","#"
"1","plod","4","135","4.905","0.100"
"1","plop","4","495","6.205","0.840"
"1","plopped","7","214","5.366","0.240"
"1","plops","5","46","3.829","0.060"
"1","plot","4","17,284","9.758","11.590"
"1","plots","5","4,086","8.315","1.690"
"1","plough","6","306","5.724","1.060"
"1","plow","4","763","6.637","1.880"
"1","plowed","6","395","5.979","0.650"
"1","plows","5","154","5.037","0.370"
"1","ploy","4","1,362","7.217","1.530"
"1","pluck","5","532","6.277","2.310"
"1","plucked","7","500","6.215","1.270"
"1","plucks","6","57","4.043","0.200"
"1","plug","4","15,792","9.667","10.410"
"1","plugs","5","3,887","8.265","2.020"
"1","plum","4","825","6.715","3.410"
"1","plume","5","577","6.358","0.470"
"1","plumes","6","116","4.754","0.350"
"1","plump","5","498","6.211","1.470"
"1","plums","5","113","4.727","1.040"
"1","plunge","6","1,425","7.262","2.240"
"1","plunged","7","1,073","6.978","0.980"
"1","plunk","5","317","5.759","0.140"
"1","plunked","7","91","4.511","0.040"
"1","plunks","6","12","2.485","0.040"
"1","plus","4","99,584","11.509","47.040"
"1","plush","5","695","6.544","0.550"
"1","ply","3","608","6.410","0.310"
"1","PO","2","33,559","10.421","2.610"
"1","poach","5","46","3.829","0.330"
"1","poached","7","113","4.727","1.220"
"1","pock","4","27","3.296","0.080"
"1","pod","3","4,308","8.368","8.000"
"1","pods","4","956","6.863","1.980"
"1","point","5","256,288","12.454","236.530"
"1","points","6","95,563","11.468","32.200"
"1","poise","5","231","5.442","1.100"
"1","poke","4","2,583","7.857","5.840"
"1","poked","5","888","6.789","1.310"
"1","pokes","5","411","6.019","0.390"
"1","pole","4","5,730","8.653","12.590"
"1","poles","5","2,877","7.965","2.160"
"1","poll","4","7,921","8.977","2.490"
"1","polled","6","729","6.592","0.250"
"1","polls","5","3,411","8.135","2.180"
"1","pom","3","308","5.730","0.820"
"1","pomp","4","139","4.934","0.390"
"1","ponce","5","517","6.248","0.490"
"1","pond","4","3,604","8.190","6.330"
"1","ponds","5","590","6.380","0.410"
"1","pone","4","349","5.855","0.100"
"1","PONS","4","256","5.545","0.080"
"1","pooch","5","156","5.050","1.290"
"1","poof","4","582","6.366","2.160"
"1","pool","4","16,200","9.693","46.980"
"1","pools","5","3,288","8.098","2.310"
"1","poop","4","1,093","6.997","5.590"
"1","poops","5","120","4.787","0.330"
"1","poor","4","53,482","10.887","129.080"
"1","poove","5","3","1.099","#"
"1","pop","3","22,982","10.042","67.470"
"1","Pope","4","8,144","9.005","10.710"
"1","Popes","5","407","6.009","0.290"
"1","popped","6","2,639","7.878","7.920"
"1","pops","4","3,962","8.285","11.730"
"1","porch","5","1,680","7.427","9.630"
"1","pore","4","415","6.028","0.470"
"1","pores","5","306","5.724","1.730"
"1","pork","4","2,767","7.926","10.530"
"1","porn","4","6,587","8.793","11.610"
"1","port","4","62,053","11.036","14.530"
"1","ports","5","15,823","9.669","1.860"
"1","pose","4","4,365","8.381","6.800"
"1","posed","5","2,737","7.915","2.200"
"1","posh","4","313","5.746","1.270"
"1","post","4","275,951","12.528","32.430"
"1","posts","5","64,803","11.079","2.760"
"1","pot","3","13,161","9.485","22.530"
"1","pots","4","2,565","7.850","3.550"
"1","pouch","5","831","6.723","1.710"
"1","pounce","6","859","6.756","1.100"
"1","pound","5","7,611","8.937","13.880"
"1","pounds","6","14,163","9.558","31.270"
"1","pour","4","11,348","9.337","15.120"
"1","poured","6","2,354","7.764","4.350"
"1","pours","5","506","6.227","1.490"
"1","pout","4","334","5.811","1.080"
"1","pouts","5","67","4.205","0.100"
"1","pox","3","1,212","7.100","1.470"
"1","praise","6","5,984","8.697","9.450"
"1","praised","7","1,539","7.339","1.710"
"1","pram","4","931","6.836","0.220"
"1","prams","5","24","3.178","#"
"1","prance","6","84","4.431","0.760"
"1","pranced","7","45","3.807","0.040"
"1","prank","5","1,114","7.016","4.000"
"1","pranks","6","398","5.986","1.040"
"1","prat","4","147","4.990","0.370"
"1","prawn","5","69","4.234","0.510"
"1","pray","4","9,582","9.168","36.220"
"1","prayed","6","1,168","7.063","4.670"
"1","prayer","6","10,237","9.234","15.780"
"1","prayers","7","3,206","8.073","9.510"
"1","prays","5","268","5.591","1.000"
"1","preach","6","2,490","7.820","2.390"
"1","preached","8","928","6.833","0.630"
"1","preen","5","119","4.779","0.060"
"1","preened","7","11","2.398","#"
"1","preens","6","17","2.833","0.020"
"1","prep","4","2,176","7.685","7.550"
"1","preps","5","204","5.318","0.040"
"1","press","5","77,897","11.263","60.200"
"1","prey","4","3,684","8.212","5.510"
"1","preys","5","97","4.575","0.250"
"1","price","5","153,716","11.943","53.370"
"1","prick","5","3,224","8.078","14.120"
"1","pricked","7","107","4.673","0.200"
"1","pricks","6","305","5.720","1.450"
"1","pride","5","8,227","9.015","27.670"
"1","prides","6","347","5.849","0.410"
"1","pried","5","128","4.852","0.330"
"1","pries","5","43","3.761","0.080"
"1","priest","6","14,417","9.576","26.200"
"1","priests","7","3,605","8.190","4.840"
"1","prig","4","38","3.638","0.390"
"1","prim","4","218","5.384","0.370"
"1","prime","5","22,011","9.999","18.290"
"1","primp","5","74","4.304","0.120"
"1","primped","7","12","2.485","0.040"
"1","primps","6","5","1.609","0.020"
"1","prince","6","11,047","9.310","45.080"
"1","prink","5","1","0.000","#"
"1","print","5","61,833","11.032","19.960"
"1","prints","6","7,464","8.918","17.020"
"1","prize","5","8,217","9.014","22.390"
"1","pro","3","42,950","10.668","14.160"
"1","probe","5","6,035","8.705","4.410"
"1","probed","6","570","6.346","0.450"
"1","probes","6","1,450","7.279","0.690"
"1","prod","4","1,748","7.466","0.690"
"1","prods","5","436","6.078","0.270"
"1","prole","5","39","3.664","0.040"
"1","prom","4","1,424","7.261","17.760"
"1","prompt","6","14,839","9.605","1.160"
"1","prone","5","3,801","8.243","1.800"
"1","prong","5","486","6.186","0.290"
"1","proof","5","28,838","10.269","34.390"
"1","proofs","6","1,943","7.572","0.920"
"1","prop","4","3,334","8.112","3.690"
"1","props","5","1,518","7.325","2.980"
"1","pros","4","6,424","8.768","3.060"
"1","prose","5","2,060","7.630","0.940"
"1","proud","5","16,648","9.720","83.630"
"1","prove","5","31,645","10.362","70.390"
"1","proved","6","8,746","9.076","10.760"
"1","proves","6","5,965","8.694","7.920"
"1","prow","4","65","4.174","0.120"
"1","prowl","5","378","5.935","1.290"
"1","prowled","7","28","3.332","0.040"
"1","prowls","6","31","3.434","0.100"
"1","prows","5","1","0.000","#"
"1","prude","5","186","5.226","1.370"
"1","prune","5","739","6.605","1.470"
"1","prunes","6","322","5.775","0.690"
"1","pry","3","1,108","7.010","4.120"
"1","Psalm","5","917","6.821","0.510"
"1","psalms","6","786","6.667","0.350"
"1","pseud","5","25","3.219","#"
"1","pub","3","102,709","11.540","3.730"
"1","pubs","4","1,427","7.263","0.350"
"1","puce","4","48","3.871","0.240"
"1","puck","4","2,018","7.610","2.880"
"1","pucks","5","266","5.583","0.160"
"1","pud","3","283","5.645","0.120"
"1","puff","4","1,196","7.087","4.450"
"1","puffed","6","351","5.861","0.820"
"1","puffs","5","356","5.875","2.510"
"1","pug","3","343","5.838","1.020"
"1","pugs","4","91","4.511","0.060"
"1","puke","4","1,277","7.152","6.250"
"1","pukes","5","192","5.257","0.310"
"1","pule","4","27","3.296","0.020"
"1","pull","4","28,190","10.247","146.450"
"1","pulled","6","24,504","10.107","48.780"
"1","pulls","5","3,929","8.276","7.920"
"1","pulp","4","4,301","8.367","1.820"
"1","pulps","5","211","5.352","0.020"
"1","pulse","5","5,496","8.612","23.530"
"1","pump","4","10,590","9.268","12.650"
"1","pumps","5","3,238","8.083","3.860"
"1","pun","3","4,010","8.297","1.840"
"1","punch","5","9,481","9.157","29.690"
"1","punk","4","6,661","8.804","21.980"
"1","punks","5","810","6.697","4.140"
"1","puns","4","697","6.547","0.220"
"1","punt","4","500","6.215","0.730"
"1","punts","5","99","4.595","0.020"
"1","pup","3","1,764","7.475","3.220"
"1","pups","4","975","6.882","0.900"
"1","pure","4","21,172","9.960","24.920"
"1","purge","5","2,887","7.968","1.610"
"1","purged","6","592","6.384","0.530"
"1","purl","4","52","3.951","0.120"
"1","purled","6","0","0.000","0.040"
"1","purls","5","6","1.792","#"
"1","purr","4","375","5.927","0.760"
"1","purse","5","1,862","7.529","19.760"
"1","pus","3","314","5.749","1.000"
"1","push","4","19,347","9.870","70.550"
"1","pushed","6","11,509","9.351","20.490"
"1","puss","4","266","5.583","2.920"
"1","puts","4","15,760","9.665","24.000"
"1","putt","4","715","6.572","1.140"
"1","putts","5","350","5.858","0.100"
"1","pyre","4","146","4.984","0.290"
"1","pyres","5","31","3.434","0.040"
"1","quack","5","628","6.443","4.630"
"1","quacks","6","305","5.720","0.370"
"1","quad","4","4,523","8.417","1.550"
"1","quaff","5","41","3.714","0.080"
"1","quail","5","350","5.858","1.330"
"1","quails","6","22","3.091","0.080"
"1","quaint","6","870","6.768","2.180"
"1","quake","5","3,997","8.293","1.610"
"1","quakes","6","330","5.799","0.120"
"1","qualm","5","65","4.174","0.040"
"1","qualms","6","608","6.410","0.290"
"1","quark","5","3,438","8.143","0.960"
"1","quart","5","1,099","7.002","2.080"
"1","quarts","6","431","6.066","1.060"
"1","quartz","6","684","6.528","0.530"
"1","quash","5","280","5.635","0.220"
"1","quashed","7","88","4.477","0.040"
"1","quay","4","1,875","7.536","0.080"
"1","quays","5","22","3.091","#"
"1","queen","5","17,473","9.768","54.690"
"1","queens","6","2,848","7.954","9.730"
"1","queer","5","2,459","7.808","5.800"
"1","quell","5","258","5.553","0.330"
"1","quelled","7","59","4.078","0.040"
"1","quells","6","11","2.398","0.020"
"1","quench","6","243","5.493","0.630"
"1","quenched","8","116","4.754","0.100"
"1","quern","5","1","0.000","#"
"1","quest","5","10,059","9.216","6.410"
"1","quests","6","518","6.250","0.060"
"1","queue","5","5,937","8.689","1.180"
"1","quick","5","37,673","10.537","108.670"
"1","quid","4","1,098","7.001","3.160"
"1","quiff","5","8","2.079","0.060"
"1","quill","5","430","6.064","2.730"
"1","quills","6","60","4.094","0.330"
"1","quilt","5","1,698","7.437","0.760"
"1","quin","4","294","5.684","0.200"
"1","quince","6","147","4.990","0.920"
"1","quint","5","150","5.011","0.490"
"1","quints","6","46","3.829","0.180"
"1","quip","4","501","6.217","0.140"
"1","quire","5","35","3.555","0.020"
"1","quirk","5","1,135","7.034","0.390"
"1","quirks","6","880","6.780","0.920"
"1","QUIRT","5","67","4.205","0.880"
"1","quite","5","155,011","11.951","202.590"
"1","quits","5","1,157","7.054","2.370"
"1","quiz","4","2,915","7.978","4.940"
"1","quote","5","34,045","10.435","9.570"
"1","quotes","6","16,448","9.708","1.200"
"1","race","4","46,405","10.745","61.900"
"1","rack","4","11,655","9.363","7.780"
"1","racks","5","1,449","7.279","0.860"
"1","raft","4","841","6.735","4.710"
"1","rafts","5","173","5.153","0.290"
"1","rag","3","3,827","8.250","4.780"
"1","rage","4","6,289","8.747","11.310"
"1","rags","4","1,457","7.284","3.160"
"1","raid","4","6,762","8.819","8.550"
"1","raids","5","1,339","7.200","1.200"
"1","rail","4","7,339","8.901","4.570"
"1","rails","5","1,880","7.539","1.040"
"1","rain","4","17,801","9.787","48.900"
"1","rains","5","1,316","7.182","5.220"
"1","raise","5","24,837","10.120","55.200"
"1","raised","6","20,466","9.927","25.730"
"1","rake","4","919","6.823","2.980"
"1","rakes","5","222","5.403","0.200"
"1","ram","3","65,790","11.094","6.430"
"1","rammed","6","684","6.528","0.860"
"1","ramp","4","2,793","7.935","2.880"
"1","ramps","5","906","6.809","0.410"
"1","rams","4","1,442","7.274","0.820"
"1","ran","3","30,986","10.341","84.240"
"1","ranch","5","3,653","8.203","17.550"
"1","rand","4","7,231","8.886","2.350"
"1","rands","5","110","4.700","0.020"
"1","range","5","58,184","10.971","22.760"
"1","rank","4","9,512","9.160","8.490"
"1","ranks","5","4,492","8.410","3.900"
"1","rant","4","2,862","7.959","0.670"
"1","rants","5","1,146","7.044","0.200"
"1","rap","3","5,295","8.575","13.040"
"1","rape","4","12,684","9.448","16.000"
"1","raped","5","4,056","8.308","11.630"
"1","rapes","5","1,002","6.910","0.860"
"1","rapped","6","127","4.844","0.250"
"1","raps","4","233","5.451","0.530"
"1","rapt","4","132","4.883","0.240"
"1","rare","4","36,258","10.498","21.310"
"1","rash","4","2,285","7.734","8.040"
"1","rasp","4","122","4.804","0.100"
"1","rasps","5","10","2.303","0.020"
"1","rat","3","7,399","8.909","32.610"
"1","ratch","5","2","0.693","#"
"1","rate","4","87,417","11.378","24.920"
"1","rates","5","37,473","10.531","4.100"
"1","rats","4","7,486","8.921","16.630"
"1","rave","4","2,964","7.994","2.530"
"1","raved","5","198","5.288","0.120"
"1","raves","5","924","6.829","0.570"
"1","raw","3","12,360","9.422","10.180"
"1","ray","3","23,072","10.046","97.370"
"1","rays","4","1,644","7.405","4.330"
"1","raze","4","110","4.700","0.160"
"1","reach","5","34,160","10.439","56.920"
"1","reached","7","27,584","10.225","24.730"
"1","read","4","289,582","12.576","241.220"
"1","reads","5","13,484","9.509","8.730"
"1","real","4","197,763","12.195","442.800"
"1","realm","5","7,244","8.888","4.670"
"1","realms","6","3,242","8.084","0.630"
"1","ream","4","336","5.817","0.220"
"1","reams","5","417","6.033","0.200"
"1","reap","4","1,433","7.268","2.590"
"1","reaped","6","142","4.956","0.240"
