,word,ort,pho,wf,img,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14
2397,jail,__jail____,__Jel_____,1005.0,6.6,0.0,0.0,0.0,0.0,0.269787,0.25446399999999997,0.24865,0.258967,0.25879800000000003,0.242112,0.22912800000000003,0.22191799999999998,0.196429,0.196429
2398,jails,__jails___,__Jelz____,69.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2399,jam,__ja_m____,__J@m_____,139.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16053599999999998,0.174233,0.160191,0.160058,0.143733,0.0,0.05
2400,jamb,__ja_mb___,__J@m_____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2401,jambs,__ja_mbs__,__J@mz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2402,jammed,__ja_mmed_,__J@md____,159.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.18631099999999998,0.174233,0.14389100000000002,0.143772,0.123805,0.0619664,0.0619664
2403,jams,__ja_ms___,__J@mz____,52.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.0,0.05
2404,jar,__ja_r____,__Jar_____,86.0,6.8,0.0,0.0,0.0,0.323334,0.317573,0.311274,0.31357199999999996,0.298554,0.280746,0.24788200000000002,0.24191100000000001,0.196226,0.0619664,0.0619664
2405,jars,__ja_rs___,__Jarz____,74.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.206806,0.215047,0.22263899999999998,0.236296,0.229318,0.20569099999999998,0.18570699999999998,0.0619664,0.0619664
2406,jaunt,__jaunt___,__Jant____,9.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2407,jaunts,__jaunts__,__Jants___,9.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2408,jaw,__jaw_____,__Ja______,62.0,6.5,0.0,0.0,0.0,0.0,0.22378299999999998,0.21536599999999997,0.236675,0.22981100000000002,0.236296,0.229318,0.22912800000000003,0.21414699999999998,0.14388199999999998,0.14388199999999998
2409,jaws,__jaws____,__Jaz_____,76.0,4.194245614035086,0.0,0.0,0.0,0.0,0.255151,0.24901900000000002,0.24865,0.24263200000000001,0.242473,0.229318,0.221977,0.22191799999999998,0.205848,0.205848
2410,jay,__jay_____,__Je______,642.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.123805,0.14388199999999998,0.14388199999999998
2411,jays,__jays____,__Jez_____,37.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2412,jazz,__ja_zz___,__J@z_____,616.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.16001500000000002,0.17396199999999998,0.17396199999999998
2413,jean,__jean____,__Jin_____,683.0,4.194245614035086,0.0,0.0,0.0,0.0,0.23766500000000002,0.21536599999999997,0.215047,0.22263899999999998,0.222493,0.196442,0.196279,0.18570699999999998,0.196429,0.196429
2414,jeans,__jeans___,__Jinz____,396.0,6.6,0.0,0.0,0.0,0.0,0.22378299999999998,0.223181,0.215047,0.22263899999999998,0.21470300000000003,0.185911,0.196279,0.18570699999999998,0.14388199999999998,0.14388199999999998
2415,jeep,__jeep____,__Jip_____,406.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
2416,jeeps,__jeeps___,__Jips____,85.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2417,jeer,__jeer____,__Jir_____,6.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2418,jeered,__jeered__,__Jird____,16.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2419,jeers,__jeers___,__Jirz____,13.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2420,jerk,__je_rk___,__J^rk____,148.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.14389100000000002,0.12383800000000002,0.0619023,0.0,0.05
2421,jerked,__je_rked_,__J^rkt___,22.0,4.194245614035086,0.0,0.0,0.0,0.0,0.22378299999999998,0.206806,0.206499,0.196864,0.174233,0.14389100000000002,0.143772,0.09811289999999999,0.0,0.05
2422,jerks,__je_rks__,__J^rks___,18.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2423,jest,__je_st___,__JEst____,34.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
2424,jests,__je_sts__,__JEsts___,10.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2425,jet,__je_t____,__JEt_____,1919.0,6.3,0.0,0.0,0.0,0.0,0.22378299999999998,0.24901900000000002,0.24865,0.263812,0.268232,0.267832,0.26761,0.262957,0.205848,0.205848
2426,jets,__je_ts___,__JEts____,871.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.0982145,0.0982145
2427,jew,__jew_____,__Ju______,127.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143772,0.143733,0.0619664,0.0619664
2428,jews,__jews____,__Juz_____,553.0,4.194245614035086,0.0,0.0,0.0,0.0,0.26029800000000003,0.285436,0.29883699999999996,0.304736,0.310315,0.329802,0.32726700000000003,0.31226,0.291269,0.291269
2429,jib,__ji_b____,__JIb_____,3.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2430,jibe,__ji_be___,__JAb_____,25.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2431,jibes,__ji_bes__,__JAbz____,16.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2432,jibs,__ji_bs___,__JIbz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2433,jig,__ji_g____,__JIg_____,8.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2434,jigs,__ji_gs___,__JIgz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2435,jilt,__ji_lt___,__JIlt____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2436,jilts,__ji_lts__,__JIlts___,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2437,jinx,__ji_nx___,__Jinks___,6.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2438,jive,__ji_ve___,__JAv_____,16.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2439,jived,__ji_ved__,__JAvd____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2440,jives,__ji_ves__,__JAvz____,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2441,job,__jo_b____,__Jab_____,10060.0,4.3,0.0,0.522552,0.46775100000000003,0.46324,0.47486999999999996,0.48644499999999996,0.49299399999999993,0.496126,0.499259,0.499525,0.49742200000000003,0.496259,0.492893,0.492893
2442,jobs,__jo_bs___,__Jabz____,7296.0,4.194245614035086,0.0,0.0,0.380626,0.369268,0.409155,0.42378999999999994,0.43652799999999997,0.438159,0.441176,0.43788900000000003,0.438849,0.439385,0.458075,0.458075
2443,jock,__jo_ck___,__Jak_____,39.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2444,jocks,__jo_cks__,__Jaks____,21.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2445,jog,__jo_g____,__Jag_____,37.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2446,jogged,__jo_gged_,__Jagd____,8.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2447,jogs,__jo_gs___,__Jagz____,15.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2448,join,__join____,__JOn_____,2402.0,3.0,0.0,0.0,0.363721,0.37235100000000004,0.375933,0.376292,0.37972100000000003,0.37401100000000004,0.37237800000000004,0.370415,0.371514,0.359489,0.33414299999999997,0.33414299999999997
2449,joined,__joined__,__JOnd____,2907.0,4.194245614035086,0.0,0.0,0.0,0.37235100000000004,0.39119,0.400065,0.398423,0.399094,0.399868,0.400294,0.39473600000000003,0.393547,0.35661,0.35661
2450,joins,__joins___,__JOnz____,263.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16053599999999998,0.16043,0.160191,0.160058,0.173782,0.12393299999999999,0.12393299999999999
2451,joint,__joint___,__JOnt____,7051.0,5.2,0.0,0.0,0.0,0.0,0.0,0.21536599999999997,0.22285,0.22981100000000002,0.248252,0.276353,0.291047,0.306676,0.347923,0.347923
2452,joints,__joints__,__JOnts___,123.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.21536599999999997,0.215047,0.23645100000000002,0.248252,0.258412,0.26302800000000004,0.262957,0.28030900000000003,0.28030900000000003
2453,joist,__joist___,__JOst____,14.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2454,joke,__jo_ke___,__Jok_____,491.0,3.6,0.0,0.0,0.0,0.0,0.23766500000000002,0.23702600000000001,0.230028,0.22263899999999998,0.222493,0.222162,0.196279,0.18570699999999998,0.160181,0.160181
2455,jokes,__jo_kes__,__Joks____,400.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.196864,0.196735,0.185911,0.160058,0.16001500000000002,0.0619664,0.0619664
2456,jolt,__jo_lt___,__Jolt____,151.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2457,jolts,__jo_lts__,__Jolts___,24.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2458,jot,__jo_t____,__Jat_____,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
2459,jots,__jo_ts___,__Jats____,6.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2460,joust,__joust___,__JWst____,6.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2461,jousts,__jousts__,__JWsts___,3.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2462,jowl,__jowl____,__JWl_____,12.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2463,jowls,__jowls___,__JWlz____,6.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2464,joy,__joy_____,__JO______,472.0,3.7,0.0,0.0,0.0,0.328387,0.322721,0.319322,0.316249,0.31051799999999996,0.30453600000000003,0.294662,0.276124,0.258128,0.185899,0.185899
2465,joys,__joys____,__JOz_____,30.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.0619664,0.0619664
2466,judge,__ju_dge__,__J^J_____,12372.0,6.0,0.0,0.0,0.0,0.333175,0.342816,0.339875,0.341387,0.34496,0.346619,0.349752,0.351231,0.34936799999999996,0.34973000000000004,0.34973000000000004
2467,jug,__ju_g____,__J^g_____,35.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
2468,jugs,__ju_gs___,__J^gz____,16.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2469,juice,__juice___,__Jus_____,716.0,6.3,0.0,0.0,0.0,0.30304000000000003,0.269787,0.264454,0.268662,0.268407,0.263639,0.25330199999999997,0.258198,0.241846,0.14388199999999998,0.14388199999999998
2470,jump,__ju_mp___,__J^mp____,1984.0,4.8,0.0,0.43646999999999997,0.389952,0.373855,0.344796,0.329041,0.307965,0.301698,0.295103,0.284132,0.280095,0.26753699999999997,0.196429,0.196429
2471,jumped,__ju_mped_,__J^mpt___,4028.0,4.194245614035086,0.0,0.504793,0.433438,0.427475,0.381311,0.353135,0.333039,0.325915,0.30747199999999997,0.272194,0.258198,0.20563499999999998,0.0982145,0.0982145
2472,jumps,__ju_mps__,__J^mps___,187.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.16053599999999998,0.14410599999999998,0.12394100000000001,0.0981393,0.09811289999999999,0.0619664,0.0619664
2473,june,__ju_ne___,__Jun_____,14304.0,4.194245614035086,0.0,0.0,0.0,0.306232,0.320184,0.329041,0.323832,0.330511,0.330295,0.322832,0.33173400000000003,0.337952,0.315252,0.315252
2474,junes,__ju_nes__,__Junz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2475,junk,__ju_nk___,__J^nk____,3390.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.18631099999999998,0.174233,0.14389100000000002,0.143772,0.123805,0.0619664,0.0619664
2476,junks,__ju_nks__,__J^nks___,3.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2477,just,__ju_st___,__J^st____,27489.0,1.8,0.7080810000000001,0.7088260000000001,0.692695,0.679726,0.650967,0.635738,0.629099,0.622167,0.615963,0.603264,0.593608,0.5785710000000001,0.539135,0.539135
2478,kale,__ka_le___,__kel_____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2479,kales,__ka_les__,__kelz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2480,keel,__keel____,__kil_____,42.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.0619664,0.0619664
2481,keels,__keels___,__kilz____,4.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2482,keen,__keen____,__kin_____,289.0,2.3,0.0,0.0,0.0,0.0,0.22378299999999998,0.23037,0.230028,0.22981100000000002,0.22966,0.20586100000000002,0.196279,0.20563499999999998,0.205848,0.205848
2483,keep,__keep____,__kip_____,10200.0,2.8,0.0,0.581533,0.5801890000000001,0.572677,0.559127,0.555796,0.551595,0.5499189999999999,0.546611,0.540025,0.534547,0.528594,0.480128,0.480128
2484,keeps,__keeps___,__kips____,1268.0,4.194245614035086,0.0,0.0,0.0,0.353933,0.362511,0.35659,0.352612,0.35227800000000004,0.350275,0.347946,0.345815,0.34192100000000003,0.276335,0.276335
2485,keg,__ke_g____,__kEg_____,21.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2486,kegs,__ke_gs___,__kEgz____,7.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2487,kelp,__ke_lp___,__kElp____,12.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.174347,0.14410599999999998,0.0,0.0981393,0.0619023,0.0,0.05
2488,kelps,__ke_lps__,__kElps___,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2489,ken,__ke_n____,__kEn_____,361.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2490,kept,__ke_pt___,__kEpt____,3234.0,2.1,0.0,0.5202140000000001,0.517614,0.516571,0.514264,0.509547,0.5059739999999999,0.500933,0.497201,0.48734700000000003,0.479761,0.47537799999999997,0.428737,0.428737
2491,key,__key_____,__ki______,4702.0,6.4,0.0,0.0,0.0,0.352058,0.355837,0.33781100000000003,0.35083600000000004,0.35739899999999997,0.36042199999999996,0.381102,0.384483,0.391342,0.402277,0.402277
2492,keys,__keys____,__kiz_____,195.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.206499,0.21484299999999998,0.222493,0.242112,0.22912800000000003,0.24760900000000002,0.22214699999999998,0.22214699999999998
2493,kick,__ki_ck___,__kIk_____,395.0,5.1,0.0,0.0,0.0,0.0,0.249691,0.23037,0.236675,0.22981100000000002,0.21470300000000003,0.160191,0.160058,0.123805,0.12393299999999999,0.12393299999999999
2494,kicked,__ki_cked_,__kIkt____,295.0,4.194245614035086,0.0,0.0,0.0,0.0,0.265167,0.259598,0.242862,0.22981100000000002,0.21470300000000003,0.160191,0.12383800000000002,0.0619023,0.0,0.05
2495,kicks,__ki_cks__,__kIks____,97.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.0619023,0.0,0.05
2496,kid,__ki_d____,__kId_____,455.0,6.1,0.0,0.43563100000000005,0.39367399999999997,0.364438,0.312114,0.296014,0.295575,0.28474299999999997,0.2726,0.23594299999999999,0.221977,0.16001500000000002,0.0619664,0.0619664
2497,kids,__ki_ds___,__kIdz____,1572.0,4.194245614035086,0.0,0.480757,0.458682,0.43837,0.39463200000000004,0.364687,0.35083600000000004,0.336991,0.323314,0.284132,0.26302800000000004,0.22191799999999998,0.0619664,0.0619664
2498,kike,__ki_ke___,__kAk_____,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2499,kill,__ki_ll___,__kIl_____,1220.0,4.8,0.0,0.0,0.40181,0.405091,0.39119,0.373528,0.368669,0.36832,0.357165,0.347946,0.345815,0.33164499999999997,0.291269,0.291269
2500,killed,__ki_lled_,__kIld____,2798.0,4.194245614035086,0.0,0.0,0.40615300000000004,0.415095,0.419975,0.41626599999999997,0.413891,0.414382,0.411438,0.41082399999999997,0.40773400000000004,0.401861,0.317843,0.317843
2501,kills,__ki_lls__,__kIlz____,180.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.18631099999999998,0.18618900000000002,0.185911,0.185757,0.173782,0.14388199999999998,0.14388199999999998
2502,kiln,__ki_ln___,__kIln____,19.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2503,kilns,__ki_lns__,__kIlnz___,12.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2504,kilt,__ki_lt___,__kIlt____,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2505,kilts,__ki_lts__,__kIlts___,5.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2506,kind,__ki_nd___,__kAnd____,5861.0,2.7,0.0,0.543693,0.554376,0.5605100000000001,0.5614520000000001,0.5587,0.5549729999999999,0.551834,0.547999,0.541712,0.538076,0.5334979999999999,0.502456,0.502456
2507,kinds,__ki_nds__,__kAndz___,1110.0,4.194245614035086,0.0,0.47376899999999994,0.49384700000000004,0.506053,0.517486,0.520297,0.5178699999999999,0.515695,0.514789,0.5087430000000001,0.5061829999999999,0.49830399999999997,0.48177600000000004,0.48177600000000004
2508,king,__ki_ng___,__kIng____,2862.0,6.4,0.0,0.516768,0.48755600000000004,0.486281,0.48111400000000004,0.4811,0.481229,0.478225,0.47529099999999996,0.470508,0.464875,0.454354,0.40616399999999997,0.40616399999999997
2509,kings,__ki_ngs__,__kIngz___,190.0,4.194245614035086,0.0,0.0,0.0,0.0,0.286206,0.299281,0.30502399999999996,0.31854699999999997,0.318339,0.33416399999999996,0.33173400000000003,0.335898,0.253285,0.253285
2510,kink,__ki_nk___,__kInk____,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2511,kinks,__ki_nks__,__kInks___,11.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2512,kiss,__ki_ss___,__kIs_____,163.0,6.1,0.0,0.0,0.0,0.0,0.22378299999999998,0.0,0.18648699999999999,0.174347,0.14410599999999998,0.12394100000000001,0.12383800000000002,0.09811289999999999,0.12393299999999999,0.12393299999999999
2513,kissed,__ki_ssed_,__kIst____,33.0,4.194245614035086,0.0,0.0,0.0,0.0,0.26029800000000003,0.23037,0.215047,0.21484299999999998,0.196735,0.160191,0.143772,0.123805,0.0,0.05
2514,kit,__ki_t____,__kIt_____,235.0,4.6,0.0,0.0,0.0,0.0,0.22378299999999998,0.23037,0.22285,0.21484299999999998,0.196735,0.12394100000000001,0.143772,0.143733,0.12393299999999999,0.12393299999999999
2515,kite,__ki_te___,__kAt_____,14.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.0,0.05
2516,kites,__ki_tes__,__kAts____,5.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
2517,kits,__ki_ts___,__kIts____,222.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0619664,0.0619664
2518,knack,_kna_ck___,__n@k_____,113.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2519,knacks,_kna_cks__,__n@ks____,3.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2520,knap,_kna_p____,__n@p_____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2521,knave,_kna_ve___,__nev_____,3.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2522,knaves,_kna_ves__,__nevz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2523,knead,_knead____,__nid_____,1.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2524,kneads,_kneads___,__nidz____,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2525,knee,_knee_____,__ni______,224.0,6.4,0.0,0.0,0.0,0.29973299999999997,0.27837,0.259598,0.254087,0.23645100000000002,0.236296,0.222162,0.20569099999999998,0.173782,0.17396199999999998,0.17396199999999998
2526,kneel,_kneel____,__nil_____,14.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2527,kneels,_kneels___,__nilz____,5.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2528,knees,_knees____,__niz_____,173.0,4.194245614035086,0.0,0.0,0.368651,0.36277,0.348629,0.35135700000000003,0.347175,0.343033,0.334663,0.312603,0.29441799999999996,0.26753699999999997,0.14388199999999998,0.14388199999999998
2529,knell,_kne_ll___,__nEl_____,40.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2530,knells,_kne_lls__,__nElz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2531,knelt,_kne_lt___,__nElt____,6.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.174347,0.16043,0.14389100000000002,0.143772,0.09811289999999999,0.0,0.05
2532,knew,_knew_____,__nu______,2545.0,2.2,0.0,0.6043189999999999,0.587874,0.594202,0.5717840000000001,0.557441,0.552546,0.54371,0.5344260000000001,0.515992,0.504938,0.472275,0.378523,0.378523
2533,knife,_kni_fe___,__nAf_____,143.0,6.8,0.0,0.0,0.0,0.350143,0.33872199999999997,0.331315,0.32622399999999996,0.31854699999999997,0.318339,0.301051,0.29441799999999996,0.253023,0.160181,0.160181
2534,knight,_kni_ght__,__nAt_____,878.0,6.4,0.0,0.0,0.0,0.0,0.0,0.21536599999999997,0.215047,0.22263899999999998,0.222493,0.229318,0.22912800000000003,0.229066,0.0982145,0.0982145
2535,knights,_kni_ghts_,__nAts____,66.0,4.194245614035086,0.0,0.0,0.0,0.0,0.22378299999999998,0.223181,0.22285,0.248415,0.236296,0.229318,0.253092,0.262957,0.263229,0.263229
2536,knit,_kni_t____,__nIt_____,125.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.0981393,0.09811289999999999,0.0982145,0.0982145
2537,knits,_kni_ts___,__nIts____,6.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2538,knives,_kni_ves__,__nAvz____,73.0,4.194245614035086,0.0,0.0,0.0,0.0,0.24387899999999998,0.21536599999999997,0.206499,0.206304,0.20616900000000002,0.185911,0.17382899999999998,0.143733,0.12393299999999999,0.12393299999999999
